UID;Polygon_ID;annee;numero;departement;code_insee;nom_de_la_commune;date_de_premiere_alerte;origine_de_lalerte;moyens_de_premiere_intervention;surface_parcourue_m2;surface_parcourue_ha;Polygon_area_ha;surface_foret_m2;surface_maquis_garrigues_m2;autres_surfaces_naturelles_hors_foret_m2;surfaces_agricoles_m2;autres_surfaces_m2;surface_autres_terres_boisees_m2;surfaces_non_boisees_naturelles_m2;surfaces_non_boisees_artificialisees_m2;surfaces_non_boisees_m2;precision_des_surfaces;surface_de_feu_a_larrivee_des_secours_0_1_ha;voie_carrossable_la_plus_proche;activite_ou_habitation_la_plus_proche;type_de_peuplement;connaissance;source_de_lenquete;nature;intervention_de_lequipe_rcci;deces_ou_batiments_touches;nombre_de_deces;nombre_de_batiments_totalement_detruits;nombre_de_batiments_partiellement_detruits;hygrometrie_percent;vitesse_moyenne_du_vent_km_h;direction_du_vent;temperature_c;precision_de_la_donnee;presence_dun_contour_valide
B-2020-01267;NA;2020;5299;24;24457;Saint-Martin-l'Astier;2020-09-03T17:47:00Z;Indéterminé;NA;15000;1,5000;NA;15000;NA;0;NA;NA;0;NA;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;Non;Non;NA;NA;NA;NA;NA;NA;NA;NA;Non
B-2020-02313;NA;2020;16093;2B;2B073;Casamaccioli;2020-09-06T10:58:00Z;Indéterminé;NA;15000;1,5000;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Non;Non;NA;NA;NA;NA;NA;NA;NA;NA;Non
B-2020-02335;NA;2020;16138;2B;2B238;Poggio-di-Venaco;2020-09-07T14:30:00Z;Indéterminé;NA;15000;1,5000;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Non;Non;NA;NA;NA;NA;NA;NA;NA;NA;Non
B-2020-00362;NA;2020;1952;55;55199;Froidos;2020-09-08T14:00:00Z;Indéterminé;NA;15000;1,5000;NA;0;NA;15000;NA;NA;15000;0;0;0;Estimées;NA;NA;NA;NA;NA;NA;NA;Non;Non;NA;NA;NA;NA;NA;NA;NA;NA;Non
B-2020-00370;NA;2020;2005;19;19220;Saint-Martial-de-Gimel;2020-09-14T17:03:00Z;Indéterminé;NA;15000;1,5000;NA;0;NA;15000;NA;NA;15000;0;0;0;Estimées;NA;NA;NA;NA;NA;NA;NA;Non;Non;NA;NA;NA;NA;NA;NA;NA;NA;Non
B-2020-00408;NA;2020;2206;28;28037;Bérou-la-Mulotière;2020-09-16T11:09:00Z;Indéterminé;NA;15000;1,5000;NA;0;NA;15000;NA;NA;15000;0;0;0;Estimées;NA;NA;NA;NA;NA;NA;NA;Non;Non;NA;NA;NA;NA;NA;NA;NA;NA;Non
B-2020-00615;NA;2020;3006;67;67544;Wissembourg;2020-09-23T16:18:00Z;Indéterminé;NA;15000;1,5000;NA;15000;NA;0;NA;NA;0;0;0;0;Estimées;NA;NA;NA;NA;NA;NA;NA;Non;Non;NA;NA;NA;NA;NA;NA;NA;NA;Non
B-2020-02725;NA;2020;17281;2B;2B190;Olmi-Cappella;2020-11-05T11:16:00Z;Indéterminé;NA;15000;1,5000;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Non;Non;NA;NA;NA;NA;NA;NA;NA;NA;Non
B-2020-02731;NA;2020;17326;2B;2B329;Tralonca;2020-11-10T12:27:00Z;Indéterminé;NA;15000;1,5000;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Non;Non;NA;NA;NA;NA;NA;NA;NA;NA;Non
B-2020-02883;NA;2020;18536;66;66190;Salses-le-Château;2020-11-25T20:45:00Z;Population;3;15000;1,5000;NA;10000;5000;NA;NA;NA;NA;NA;NA;NA;NA;1;4;3;2;Certaine;Sapeur-pompier;Accidentelle;Non;Non;NA;NA;NA;63;51;SE;16;NA;Non
B-2017-01319;NA;2017;7097;11;11067;Canet;2017-09-06T20:18:00Z;Indéterminé;NA;14980;1,4980;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Non;Non;NA;NA;NA;NA;NA;NA;NA;NA;Non
B-2019-01914;NA;2019;9908;34;34039;Bouzigues;2019-07-26T18:22:00Z;Population;3;14954;1,4954;NA;NA;14954;NA;NA;NA;NA;NA;NA;NA;NA;1;1;3;1;Probable;Coordinateur;Malveillance;Non;Non;NA;NA;NA;NA;NA;NA;NA;NA;Non
B-2018-01835;NA;2018;8336;34;34077;Clapiers;2018-02-25T12:04:00Z;Indéterminé;NA;14890;1,4890;NA;NA;14890;NA;NA;NA;NA;NA;NA;NA;NA;NA;2;3;1;Probable;Coordinateur;Involontaire (particulier);Non;Non;NA;NA;NA;NA;NA;NA;NA;NA;Non
B-2019-02763;NA;2019;13352;34;34210;Le Pouget;2019-07-15T15:16:00Z;Population;3;14871;1,4871;NA;NA;14871;NA;NA;NA;NA;NA;NA;NA;NA;1;2;3;1;Certaine;Coordinateur;Accidentelle;Non;Non;NA;NA;NA;NA;NA;NA;NA;NA;Non
B-2018-01086;NA;2018;4735;11;11295;Portel-des-Corbières;2018-03-15T15:00:00Z;Indéterminé;NA;14800;1,4800;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Non;Non;NA;NA;NA;NA;NA;NA;NA;NA;Non
B-2019-00064;NA;2019;159;63;63054;Le Broc;2019-03-24T14:50:00Z;Indéterminé;NA;14749;1,4749;NA;0;NA;14749;NA;NA;14749;0;0;0;Mesurées;NA;NA;NA;NA;NA;NA;NA;Non;Non;NA;NA;NA;NA;NA;NA;NA;NA;Non
B-2017-02116;NA;2017;11309;6;6103;Roquebillière;2017-02-19T13:11:00Z;Population;3;14680;1,4680;NA;14680;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;4;1;5;Inconnue;NA;NA;Non;Non;NA;NA;NA;NA;NA;NA;NA;NA;Non
B-2017-03182;NA;2017;16348;6;6163;Tende;2017-11-17T17:59:00Z;Population;3;14680;1,4680;NA;14680;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2;2;3;Certaine;Coordinateur;Accidentelle;Non;Non;NA;NA;NA;NA;NA;NA;NA;NA;Non
B-2018-01906;NA;2018;8802;34;34286;Saint-Privat;2018-04-07T16:51:00Z;Autre;3;14659;1,4659;NA;NA;14659;NA;NA;NA;NA;NA;NA;NA;NA;1;1;3;3;Probable;Forestier;Malveillance;Oui;Non;NA;NA;NA;NA;NA;NA;NA;NA;Non
B-2020-02253;NA;2020;15846;34;34229;Riols;2020-02-15T11:06:00Z;Population;3;14626;1,4626;NA;4626;NA;NA;NA;NA;NA;NA;NA;10000;NA;NA;4;2;2;Probable;Coordinateur;Malveillance;Non;Non;NA;NA;NA;NA;NA;NA;NA;NA;Non
B-2019-00329;NA;2019;1283;58;58086;Cosne-Cours-sur-Loire;2019-08-03T17:54:00Z;Indéterminé;NA;14619;1,4619;NA;300;NA;3917;NA;NA;0;3917;10402;14319;Estimées;NA;NA;NA;NA;NA;NA;NA;Non;Non;NA;NA;NA;NA;NA;NA;NA;NA;Non
B-2019-02678;NA;2019;12653;4;4204;Senez;2019-02-27T13:26:00Z;Indéterminé;1;14600;1,4600;NA;14600;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;3;3;5;Probable;Sapeur-pompier;Involontaire (particulier);Non;Non;NA;NA;NA;NA;NA;NA;NA;NA;Non
B-2017-02065;NA;2017;11098;34;34281;Saint-Pargoire;2017-07-14T03:38:00Z;Indéterminé;1;14590;1,4590;NA;NA;14590;NA;NA;NA;NA;NA;NA;NA;NA;1;4;3;1;Probable;Coordinateur;Malveillance;Non;Non;NA;NA;NA;NA;NA;NA;NA;NA;Non
B-2018-01030;NA;2018;4315;34;34177;Murles;2018-07-09T18:26:00Z;Indéterminé;NA;14495;1,4495;NA;NA;14495;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;3;1;Probable;Coordinateur;Involontaire (travaux);Non;Non;NA;NA;NA;NA;NA;NA;NA;NA;Non
B-2019-01672;NA;2019;8530;11;11221;Les Martys;2019-02-27T13:59:00Z;Indéterminé;NA;14430;1,4430;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Non;Non;NA;NA;NA;NA;NA;NA;NA;NA;Non
B-2017-01573;NA;2017;8117;5;5044;Crévoux;2017-04-07T16:14:00Z;Population;3;14400;1,4400;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;2;NA;Certaine;Sapeur-pompier;Involontaire (travaux);Non;Non;NA;NA;NA;NA;NA;NA;NA;NA;Non
B-2017-01723;NA;2017;8719;48;48112;Pierrefiche;2017-04-24T13:14:00Z;Indéterminé;NA;14400;1,4400;NA;6200;8200;NA;NA;NA;NA;NA;NA;NA;NA;NA;4;2;1;NA;NA;NA;Non;Non;NA;NA;NA;NA;NA;NA;NA;NA;Non
B-2017-01400;NA;2017;7184;2A;2A345;Vero;2017-07-23T16:02:00Z;Indéterminé;3;14400;1,4400;NA;NA;14400;NA;NA;NA;NA;NA;NA;NA;NA;NA;4;3;1;Probable;Sapeur-pompier;Malveillance;Oui;Non;NA;NA;NA;NA;NA;NA;NA;NA;Non
B-2017-02767;NA;2017;13986;2A;2A323;Tavaco;2017-08-29T12:28:00Z;Population;3;14400;1,4400;NA;4400;10000;NA;NA;NA;NA;NA;NA;NA;NA;NA;4;3;1;Probable;Coordinateur;Malveillance;Non;Non;NA;NA;NA;NA;NA;NA;NA;NA;Non
B-2019-02730;NA;2019;13084;4;4169;La Rochegiron;2019-02-23T15:30:00Z;Indéterminé;1;14400;1,4400;NA;1100;13300;NA;NA;NA;NA;NA;NA;NA;NA;NA;2;1;6;Certaine;Forestier;Involontaire (particulier);Non;Non;NA;NA;NA;NA;NA;NA;NA;NA;Non
B-2019-01394;NA;2019;6983;34;34143;Loupian;2019-04-14T12:14:00Z;Population;3;14387;1,4387;NA;14387;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;2;3;4;Probable;Coordinateur;Accidentelle;Oui;Non;NA;NA;NA;40;10;SE;13;NA;Non
B-2017-00464;NA;2017;924;974;97413;Saint-Leu;2017-10-13T12:57:00Z;Indéterminé;NA;14347;1,4347;NA;0;NA;14347;NA;NA;14347;0;0;0;Mesurées;NA;NA;NA;NA;NA;NA;NA;Non;Non;NA;NA;NA;NA;NA;NA;NA;NA;Non
B-2018-00468;NA;2018;908;974;97414;Saint-Louis;2018-11-11T10:27:00Z;Indéterminé;NA;14306;1,4306;NA;0;NA;14306;NA;NA;10000;4306;0;4306;Estimées;NA;NA;NA;NA;NA;NA;NA;Non;Non;NA;NA;NA;NA;NA;NA;NA;NA;Non
B-2019-02954;NA;2019;14382;48;48165;Saint-Laurent-de-Muret;2019-02-26T17:47:00Z;Population;3;14300;1,4300;NA;NA;14300;NA;NA;NA;NA;NA;NA;NA;NA;1;3;3;1;Certaine;Coordinateur;Involontaire (travaux);Non;Non;NA;NA;NA;NA;NA;NA;NA;NA;Non
B-2019-02545;NA;2019;12022;48;48066;Fraissinet-de-Lozère;2019-09-05T11:22:00Z;Population;3;14300;1,4300;NA;NA;14300;NA;NA;NA;NA;NA;NA;NA;NA;1;3;3;1;Inconnue;NA;NA;Non;Non;NA;NA;NA;NA;NA;NA;NA;NA;Non
B-2020-01826;NA;2020;13866;13;13056;Martigues;2020-07-06T15:48:00Z;Vigie-caméra;1;14300;1,4300;NA;7100;7200;NA;NA;NA;NA;NA;NA;NA;NA;1;3;3;1;Certaine;Coordinateur;Accidentelle;Non;Non;NA;NA;NA;NA;NA;NA;NA;NA;Non
B-2017-02110;NA;2017;11287;6;6050;Coursegoules;2017-02-13T17:15:00Z;Population;3;14230;1,4230;NA;1230;13000;NA;NA;NA;NA;NA;NA;NA;NA;1;1;3;1;Inconnue;NA;NA;Non;Non;NA;NA;NA;NA;NA;NA;NA;NA;Non
B-2017-01163;NA;2017;6823;6;6050;Coursegoules;2017-01-04T13:32:00Z;Population;3;14200;1,4200;NA;14200;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;4;3;3;Probable;Sapeur-pompier;Malveillance;Non;Non;NA;NA;NA;NA;NA;NA;NA;NA;Non
B-2019-00351;NA;2019;1338;17;17074;Bussac-Forêt;2019-09-03T14:23:00Z;Indéterminé;NA;14200;1,4200;NA;14200;NA;0;NA;NA;0;0;0;0;Mesurées;NA;NA;NA;NA;NA;NA;NA;Non;Non;NA;NA;NA;NA;NA;NA;NA;NA;Non
B-2019-00643;NA;2019;2123;3;3292;Tronget;2019-09-21T17:02:00Z;Indéterminé;NA;14200;1,4200;NA;14200;NA;0;NA;NA;0;0;0;0;Mesurées;NA;NA;NA;NA;NA;NA;NA;Non;Non;NA;NA;NA;NA;NA;NA;NA;NA;Non
B-2020-00189;NA;2020;927;43;43133;Mercœur;2020-04-08T12:30:00Z;Indéterminé;NA;14200;1,4200;NA;14200;NA;0;NA;NA;0;0;0;0;Mesurées;NA;NA;NA;NA;NA;Coordinateur;Involontaire (particulier);Non;Non;NA;NA;NA;NA;NA;NA;NA;NA;Non
B-2020-02165;NA;2020;15517;2B;2B173;Muro;2020-08-16T14:52:00Z;Indéterminé;NA;14100;1,4100;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Non;Non;NA;NA;NA;NA;NA;NA;NA;NA;Non
B-2020-01865;NA;2020;14055;34;34322;Valflaunès;2020-07-09T18:14:00Z;Population;3;14097;1,4097;NA;NA;14097;NA;NA;NA;NA;NA;NA;NA;NA;1;4;2;1;Certaine;Coordinateur;Accidentelle;Non;Non;NA;NA;NA;NA;NA;NA;NA;NA;Non
B-2017-01671;NA;2017;8566;2B;2B002;Aghione;2017-05-20T16:28:00Z;Indéterminé;NA;14000;1,4000;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;NA;NA;NA;Non;Non;NA;NA;NA;NA;NA;NA;NA;NA;Non
B-2017-01423;NA;2017;7213;2A;2A272;Sartène;2017-08-30T12:15:00Z;Indéterminé;NA;14000;1,4000;NA;NA;14000;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Probable;Sapeur-pompier;Malveillance;Oui;Non;NA;NA;NA;NA;NA;NA;NA;NA;Non
B-2018-00590;NA;2018;1254;40;40051;Bougue;2018-10-03T00:53:00Z;Indéterminé;NA;14000;1,4000;NA;14000;NA;0;NA;NA;0;NA;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;Non;Non;NA;NA;NA;NA;NA;NA;NA;NA;Non
B-2020-01338;NA;2020;5885;40;40330;Villenave;2020-05-27T07:17:00Z;Indéterminé;NA;14000;1,4000;NA;6000;NA;0;NA;NA;0;NA;NA;8000;NA;NA;NA;NA;NA;NA;NA;Accidentelle;Non;Non;NA;NA;NA;NA;NA;NA;NA;NA;Non
B-2020-02435;NA;2020;16513;83;83004;Les Arcs;2020-08-13T16:02:00Z;Vigie-caméra;3;14000;1,4000;NA;14000;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2;2;4;Certaine;Forestier;Involontaire (particulier);Oui;Non;NA;NA;NA;23;10;NO;35;NA;Non
B-2020-00681;NA;2020;3537;974;97418;Sainte-Marie;2020-11-07T07:17:00Z;Indéterminé;NA;13900;1,3900;NA;0;NA;9800;NA;NA;9800;0;4100;4100;Mesurées;NA;NA;NA;NA;NA;NA;NA;Non;Non;NA;NA;NA;NA;NA;NA;NA;NA;Non
B-2019-00296;NA;2019;1086;63;63181;Jozerand;2019-08-31T15:43:00Z;Indéterminé;NA;13828;1,3828;NA;12876;NA;0;NA;NA;0;0;952;952;Mesurées;NA;NA;NA;NA;NA;Coordinateur;Involontaire (particulier);Non;Non;NA;NA;NA;NA;NA;NA;NA;NA;Non
B-2019-01422;NA;2019;7063;13;13033;Ensuès-la-Redonne;2019-05-04T15:03:00Z;Population;1;13800;1,3800;NA;13800;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;2;2;1;Certaine;Sapeur-pompier;Involontaire (travaux);Non;Non;NA;NA;NA;NA;NA;NA;NA;NA;Non
B-2018-01143;NA;2018;4987;34;34105;Fouzilhon;2018-01-20T21:17:00Z;Indéterminé;3;13789;1,3789;NA;NA;13789;NA;NA;NA;NA;NA;NA;NA;NA;1;1;3;1;Probable;Coordinateur;Malveillance;Oui;Non;NA;NA;NA;NA;NA;NA;NA;NA;Non
B-2020-01786;NA;2020;13479;2A;2A090;Coggia;2020-06-10T12:41:00Z;Indéterminé;3;13740;1,3740;NA;NA;10000;NA;NA;NA;NA;NA;NA;3740;NA;NA;2;1;1;Certaine;Coordinateur;Involontaire (particulier);Non;Non;NA;NA;NA;NA;NA;NA;NA;NA;Non
B-2017-02500;NA;2017;13016;6;6070;Gréolières;2017-03-08T14:26:00Z;Population;3;13710;1,3710;NA;13710;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;4;3;3;Probable;Sapeur-pompier;Malveillance;Oui;Non;NA;NA;NA;NA;NA;NA;NA;NA;Non
B-2017-03129;NA;2017;15981;6;6016;Beuil;2017-11-02T10:52:00Z;Population;3;13700;1,3700;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;3;3;1;Certaine;Coordinateur;Malveillance;Non;Non;NA;NA;NA;NA;NA;NA;NA;NA;Non
B-2017-01564;NA;2017;8091;6;6012;Beausoleil;2017-04-22T14:07:00Z;Population;3;13670;1,3670;NA;670;13000;NA;NA;NA;NA;NA;NA;NA;NA;1;1;2;1;Inconnue;NA;NA;Non;Non;NA;NA;NA;NA;NA;NA;NA;NA;Non
B-2017-01980;NA;2017;10481;4;4070;Digne-les-Bains;2017-02-23T11:01:00Z;Population;1;13600;1,3600;NA;NA;13600;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;Certaine;Sapeur-pompier;Involontaire (particulier);Non;Non;NA;NA;NA;NA;NA;NA;NA;NA;Non
B-2018-01471;NA;2018;6441;83;83154;Saint-Antonin-du-Var;2018-02-13T14:06:00Z;Population;3;13560;1,3560;NA;10000;3560;NA;NA;NA;NA;NA;NA;NA;NA;1;3;3;1;Certaine;Sapeur-pompier;Involontaire (particulier);Oui;Non;NA;NA;NA;NA;5;SO;NA;NA;Non
B-2017-03087;NA;2017;15585;6;6081;Mas (Le);2017-10-30T06:41:00Z;Population;3;13520;1,3520;NA;13520;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;1;1;5;Certaine;Service de police et de gendarmerie;Malveillance;Non;Non;NA;NA;NA;NA;NA;NA;NA;NA;Non
B-2020-02661;NA;2020;17087;34;34134;Lavérune;2020-10-17T16:12:00Z;Population;3;13478;1,3478;NA;NA;13478;NA;NA;NA;NA;NA;NA;NA;NA;NA;4;3;1;Probable;Coordinateur;Malveillance;Non;Non;NA;NA;NA;NA;NA;NA;NA;NA;Non
B-2017-01179;NA;2017;6946;11;11312;Ribouisse;2017-02-12T11:42:00Z;Indéterminé;NA;13462;1,3462;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Non;Non;NA;NA;NA;NA;NA;NA;NA;NA;Non
B-2019-02016;NA;2019;10203;48;48040;Chasseradès;2019-03-23T17:00:00Z;Indéterminé;NA;13400;1,3400;NA;NA;13400;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;3;1;Certaine;Coordinateur;Involontaire (travaux);Non;Non;NA;NA;NA;NA;NA;NA;NA;NA;Non
B-2017-01646;NA;2017;8424;34;34178;Murviel-lès-Béziers;2017-04-20T15:31:00Z;Indéterminé;3;13328;1,3328;NA;NA;13328;NA;NA;NA;NA;NA;NA;NA;NA;1;4;3;1;Probable;Coordinateur;Malveillance;Non;Non;NA;NA;NA;NA;NA;NA;NA;NA;Non
B-2020-02320;NA;2020;16109;30;30206;Poulx;2020-07-09T16:06:00Z;Indéterminé;NA;13265;1,3265;NA;NA;13265;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;3;2;Probable;Forestier;Malveillance;Non;Non;NA;NA;NA;NA;NA;NA;NA;NA;Non
B-2017-01859;NA;2017;9460;6;6074;Lantosque;2017-02-01T18:56:00Z;Population;3;13260;1,3260;NA;260;13000;NA;NA;NA;NA;NA;NA;NA;NA;NA;4;3;1;NA;NA;NA;Non;Non;NA;NA;NA;NA;NA;NA;NA;NA;Non
B-2020-02835;NA;2020;17912;11;11012;Argeliers;2020-11-17T14:40:00Z;Indéterminé;NA;13200;1,3200;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Non;Non;NA;NA;NA;NA;NA;NA;NA;NA;Non
B-2019-01702;NA;2019;8575;11;11012;Argeliers;2019-05-02T15:18:00Z;Indéterminé;NA;13191;1,3191;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Non;Non;NA;NA;NA;NA;NA;NA;NA;NA;Non
B-2019-02282;NA;2019;11318;34;34285;Saint-Pons-de-Mauchiens;2019-01-09T12:21:00Z;Indéterminé;3;13121;1,3121;NA;NA;13121;NA;NA;NA;NA;NA;NA;NA;NA;1;1;3;1;Probable;Coordinateur;Malveillance;Oui;Non;NA;NA;NA;NA;NA;NA;NA;NA;Non
B-2017-01254;NA;2017;7027;11;11407;Verdun-en-Lauragais;2017-07-04T16:20:00Z;Indéterminé;NA;13111;1,3111;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Non;Non;NA;NA;NA;NA;NA;NA;NA;NA;Non
B-2018-01046;NA;2018;4390;13;13077;Port-de-Bouc;2018-07-11T11:00:00Z;Population;1;13100;1,3100;NA;10000;3100;NA;NA;NA;NA;NA;NA;NA;NA;1;2;2;1;Probable;Sapeur-pompier;Malveillance;Oui;Non;NA;NA;NA;NA;NA;NA;NA;NA;Non
B-2019-00324;NA;2019;1263;974;97409;Saint-André;2019-09-21T13:49:00Z;Indéterminé;NA;13018;1,3018;NA;0;NA;13018;NA;NA;13018;0;0;0;Mesurées;NA;NA;NA;NA;NA;NA;NA;Non;Non;NA;NA;NA;NA;NA;NA;NA;NA;Non
B-2017-00430;NA;2017;860;38;38087;Chasse-sur-Rhône;2017-08-01T13:13:00Z;Indéterminé;NA;13000;1,3000;NA;0;NA;13000;NA;NA;13000;0;0;0;Estimées;NA;NA;NA;NA;NA;NA;NA;Non;Non;NA;NA;NA;NA;NA;NA;NA;NA;Non
B-2018-00602;NA;2018;1269;40;40243;Rion-des-Landes;2018-08-30T19:24:00Z;Indéterminé;NA;13000;1,3000;NA;13000;NA;0;NA;NA;0;NA;NA;0;NA;NA;NA;NA;NA;NA;NA;Naturelle;Non;Non;NA;NA;NA;NA;NA;NA;NA;NA;Non
B-2018-00601;NA;2018;1268;40;40111;Geloux;2018-08-30T20:33:00Z;Indéterminé;NA;13000;1,3000;NA;13000;NA;0;NA;NA;0;NA;NA;0;NA;NA;NA;NA;NA;NA;NA;Naturelle;Non;Non;NA;NA;NA;NA;NA;NA;NA;NA;Non
B-2018-01767;NA;2018;7742;2A;2A139;Lecci;2018-12-09T11:51:00Z;Indéterminé;3;13000;1,3000;NA;NA;13000;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Certaine;Sapeur-pompier;Involontaire (travaux);Non;Non;NA;NA;NA;NA;NA;NA;NA;NA;Non
B-2019-02874;NA;2019;14129;83;83088;Néoules;2019-04-22T15:32:00Z;Population;3;13000;1,3000;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;3;3;NA;Probable;Sapeur-pompier;Accidentelle;Non;Non;NA;NA;NA;NA;NA;NA;NA;NA;Non
B-2019-02072;NA;2019;10455;34;34322;Valflaunès;2019-08-07T06:34:00Z;Population;3;13000;1,3000;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;NA;NA;NA;Certaine;Sapeur-pompier;Involontaire (travaux);Non;Non;NA;NA;NA;NA;NA;NA;NA;NA;Non
B-2019-02161;NA;2019;10793;83;83025;Brue-Auriac;2019-08-17T13:10:00Z;Vigie-caméra;5;13000;1,3000;NA;13000;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;3;2;2;Probable;Forestier;Involontaire (travaux);Oui;Non;NA;NA;NA;NA;NA;NA;NA;NA;Non
B-2019-00450;NA;2019;1795;45;45187;Lorris;2019-09-11T15:35:00Z;Indéterminé;NA;13000;1,3000;NA;10000;NA;0;NA;NA;0;0;3000;3000;Estimées;NA;NA;NA;NA;NA;NA;NA;Non;Non;NA;NA;NA;NA;NA;NA;NA;NA;Non
B-2020-01834;NA;2020;13894;6;6053;Daluis;2020-07-03T11:06:00Z;Population;3;13000;1,3000;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;3;3;5;Probable;Sapeur-pompier;Naturelle;Non;Non;NA;NA;NA;NA;NA;NA;NA;NA;Non
B-2020-00538;NA;2020;2727;37;37009;Autrèche;2020-07-28T16:20:00Z;Indéterminé;NA;13000;1,3000;NA;0;NA;13000;NA;NA;13000;0;0;0;Estimées;NA;NA;NA;NA;NA;NA;NA;Non;Non;NA;NA;NA;NA;NA;NA;NA;NA;Non
B-2020-01334;NA;2020;5881;40;40094;Escource;2020-08-06T18:57:00Z;Indéterminé;NA;13000;1,3000;NA;13000;NA;0;NA;NA;0;0;0;0;Mesurées;NA;NA;NA;NA;NA;Administrateur IGN;Naturelle;Non;Non;NA;NA;NA;NA;NA;NA;NA;NA;Non
B-2020-01379;NA;2020;5939;40;40134;Labouheyre;2020-08-12T16:00:00Z;Indéterminé;NA;13000;1,3000;NA;13000;NA;0;NA;NA;0;NA;NA;0;NA;NA;NA;NA;NA;NA;NA;Naturelle;Non;Non;NA;NA;NA;NA;NA;NA;NA;NA;Non
B-2020-01929;NA;2020;14249;11;11296;Pouzols-Minervois;2020-06-15T06:13:00Z;Indéterminé;NA;12929;1,2929;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Non;Non;NA;NA;NA;NA;NA;NA;NA;NA;Non
B-2019-02191;NA;2019;11065;11;11122;Douzens;2019-08-10T18:22:00Z;Indéterminé;NA;12882;1,2882;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Non;Non;NA;NA;NA;NA;NA;NA;NA;NA;Non
B-2019-01867;NA;2019;9753;34;34036;Le Bosc;2019-07-19T19:00:00Z;Population;3;12877;1,2877;NA;NA;12877;NA;NA;NA;NA;NA;NA;NA;NA;1;4;3;1;Probable;Coordinateur;Malveillance;Non;Non;NA;NA;NA;NA;NA;NA;NA;NA;Non
B-2017-03233;NA;2017;16670;34;34144;Lunas;2017-03-22T10:41:00Z;Indéterminé;3;12856;1,2856;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;1;3;1;Probable;Coordinateur;Malveillance;Non;Non;NA;NA;NA;NA;NA;NA;NA;NA;Non
B-2020-02155;NA;2020;15427;2B;2B286;Sorbo-Ocagnano;2020-08-13T21:55:00Z;Indéterminé;NA;12800;1,2800;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Probable;Sapeur-pompier;Malveillance;Non;Non;NA;NA;NA;NA;NA;NA;NA;NA;Non
B-2020-00016;NA;2020;26;58;58079;Clamecy;2020-04-06T17:05:00Z;Indéterminé;NA;12760;1,2760;NA;12760;NA;0;NA;NA;0;0;0;0;Estimées;NA;NA;NA;NA;NA;Coordinateur;Accidentelle;Non;Non;NA;NA;NA;NA;NA;NA;NA;NA;Non
