UID;Polygon_ID;annee;numero;departement;code_insee;nom_de_la_commune;date_de_premiere_alerte;origine_de_lalerte;moyens_de_premiere_intervention;surface_parcourue_m2;surface_parcourue_ha;Polygon_area_ha;surface_foret_m2;surface_maquis_garrigues_m2;autres_surfaces_naturelles_hors_foret_m2;surfaces_agricoles_m2;autres_surfaces_m2;surface_autres_terres_boisees_m2;surfaces_non_boisees_naturelles_m2;surfaces_non_boisees_artificialisees_m2;surfaces_non_boisees_m2;precision_des_surfaces;surface_de_feu_a_larrivee_des_secours_0_1_ha;voie_carrossable_la_plus_proche;activite_ou_habitation_la_plus_proche;type_de_peuplement;connaissance;source_de_lenquete;nature;intervention_de_lequipe_rcci;deces_ou_batiments_touches;nombre_de_deces;nombre_de_batiments_totalement_detruits;nombre_de_batiments_partiellement_detruits;hygrometrie_percent;vitesse_moyenne_du_vent_km_h;direction_du_vent;temperature_c;precision_de_la_donnee;presence_dun_contour_valide
B-2017-02804;NA;2017;14234;6;6060;Falicon;2017-09-16T16:11:00Z;Population;3;12700;1,2700;NA;NA;12700;NA;NA;NA;NA;NA;NA;NA;NA;NA;4;2;1;Certaine;Service de police et de gendarmerie;Involontaire (particulier);Non;Non;NA;NA;NA;NA;NA;NA;NA;NA;Non
B-2018-00970;NA;2018;3891;4;4053;Châteauneuf-Val-Saint-Donat;2018-07-04T14:35:00Z;Indéterminé;1;12700;1,2700;NA;8400;NA;NA;NA;NA;NA;NA;NA;4300;NA;NA;NA;NA;3;Certaine;Service de police et de gendarmerie;Accidentelle;Non;Non;NA;NA;NA;NA;NA;NA;NA;NA;Non
B-2020-01688;NA;2020;12773;34;34266;Saint-Jean-de-Cuculles;2020-04-09T16:35:00Z;Population;3;12673;1,2673;NA;NA;12673;NA;NA;NA;NA;NA;NA;NA;NA;1;4;2;1;Certaine;Coordinateur;Involontaire (travaux);Non;Non;NA;NA;NA;NA;NA;NA;NA;NA;Non
B-2020-02484;NA;2020;16751;34;34020;Azillanet;2020-09-29T16:15:00Z;Population;3;12646;1,2646;NA;NA;12646;NA;NA;NA;NA;NA;NA;NA;NA;1;4;3;1;Probable;Coordinateur;Malveillance;Non;Non;NA;NA;NA;NA;NA;NA;NA;NA;Non
B-2019-02611;NA;2019;12166;30;30048;Bouquet;2019-09-08T14:01:00Z;Indéterminé;NA;12519;1,2519;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Non;Non;NA;NA;NA;NA;NA;NA;NA;NA;Non
B-2017-01596;NA;2017;8340;48;48178;Saint-Privat-de-Vallongue;2017-02-24T13:37:00Z;Population;3;12500;1,2500;NA;12300;200;NA;NA;NA;NA;NA;NA;NA;NA;1;4;1;2;Certaine;Coordinateur;Involontaire (particulier);Non;Non;NA;NA;NA;NA;NA;NA;NA;NA;Non
B-2017-00292;NA;2017;577;974;97415;Saint-Paul;2017-07-31T13:34:00Z;Indéterminé;NA;12478;1,2478;NA;0;NA;12478;NA;NA;12478;0;0;0;Mesurées;NA;NA;NA;NA;NA;NA;NA;Non;Non;NA;NA;NA;NA;NA;NA;NA;NA;Non
B-2019-02106;NA;2019;10572;26;26202;Montjoux;2019-08-08T14:14:00Z;Autre;3;12450;1,2450;NA;11205;1245;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;3;2;Probable;Forestier;Involontaire (travaux);Non;Non;NA;NA;NA;NA;NA;NA;NA;NA;Non
B-2019-01415;NA;2019;7045;2A;2A362;Zonza;2019-02-24T01:55:00Z;Indéterminé;3;12400;1,2400;NA;NA;12400;NA;NA;NA;NA;NA;NA;NA;NA;NA;3;3;4;Probable;Coordinateur;Involontaire (particulier);Non;Non;NA;NA;NA;NA;NA;NA;NA;NA;Non
B-2018-01404;NA;2018;6140;34;34036;Bosc (Le);2018-09-04T13:56:00Z;Population;2;12382;1,2382;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;1;3;NA;Probable;Coordinateur;Malveillance;Oui;Non;NA;NA;NA;14;10;SO;52;NA;Non
B-2020-01952;NA;2020;14287;11;11262;Narbonne;2020-07-12T14:25:00Z;Indéterminé;NA;12380;1,2380;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Non;Non;NA;NA;NA;NA;NA;NA;NA;NA;Non
B-2017-01623;NA;2017;8378;48;48092;Marvejols;2017-03-11T14:14:00Z;Population;3;12300;1,2300;NA;800;11500;NA;NA;NA;NA;NA;NA;NA;NA;1;4;3;1;Inconnue;NA;NA;Non;Non;NA;NA;NA;NA;NA;NA;NA;NA;Non
B-2017-01427;NA;2017;7217;2A;2A288;Sotta;2017-09-07T12:20:00Z;Indéterminé;NA;12300;1,2300;NA;NA;12300;NA;NA;NA;NA;NA;NA;NA;NA;NA;2;3;1;Probable;Coordinateur;Malveillance;Oui;Non;NA;NA;NA;NA;NA;NA;NA;NA;Non
B-2020-01878;NA;2020;14075;4;4039;Castellane;2020-02-05T13:30:00Z;Population;3;12300;1,2300;NA;12300;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;2;4;Probable;Forestier;Involontaire (travaux);Non;Non;NA;NA;NA;NA;NA;NA;NA;NA;Non
B-2019-01741;NA;2019;8779;11;11280;Pépieux;2019-06-06T17:11:00Z;Indéterminé;NA;12287;1,2287;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Non;Non;NA;NA;NA;NA;NA;NA;NA;NA;Non
B-2020-02315;NA;2020;16096;2B;2B110;Favalello;2020-09-06T13:50:00Z;Population;NA;12250;1,2250;NA;12250;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;4;3;2;Certaine;Coordinateur;Malveillance;Oui;Non;NA;NA;NA;NA;NA;NA;NA;NA;Non
B-2018-01439;NA;2018;6259;30;30339;Valleraugue;2018-09-07T15:18:00Z;Indéterminé;NA;12206;1,2206;NA;100;12106;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;3;1;Inconnue;Service de police et de gendarmerie;NA;Non;Non;NA;NA;NA;NA;NA;NA;NA;NA;Non
B-2019-02444;NA;2019;11787;7;7287;Saint-Pons;2019-08-31T15:56:00Z;Population;3;12200;1,2200;NA;0;12200;NA;NA;NA;NA;NA;NA;NA;NA;1;3;3;3;Probable;Coordinateur;Naturelle;Non;Non;NA;NA;NA;NA;16;SO;34;NA;Non
B-2020-01727;NA;2020;12975;34;34328;Vendémian;2020-05-19T14:40:00Z;Population;3;12191;1,2191;NA;NA;2191;NA;NA;NA;NA;NA;NA;10000;NA;1;1;2;1;Certaine;Coordinateur;Involontaire (travaux);Non;Non;NA;NA;NA;NA;NA;NA;NA;NA;Non
B-2018-01374;NA;2018;5986;34;34162;Montagnac;2018-08-28T18:00:00Z;Population;2;12173;1,2173;NA;NA;12173;NA;NA;NA;NA;NA;NA;NA;NA;1;1;3;1;Certaine;Coordinateur;Malveillance;Oui;Non;NA;NA;NA;53;10;S;27;NA;Non
B-2017-02450;NA;2017;12490;34;34123;Juvignac;2017-08-09T13:40:00Z;Indéterminé;NA;12140;1,2140;NA;NA;7140;NA;NA;NA;NA;NA;NA;5000;NA;NA;1;3;1;Certaine;Coordinateur;Involontaire (travaux);Non;Non;NA;NA;NA;NA;NA;NA;NA;NA;Non
B-2017-01969;NA;2017;10226;5;5080;Montbrand;2017-02-21T16:27:00Z;Population;3;12100;1,2100;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;1;1;NA;Probable;Sapeur-pompier;Involontaire (particulier);Non;Non;NA;NA;NA;NA;NA;NA;NA;NA;Non
B-2019-01866;NA;2019;9738;4;4217;Thoard;2019-02-14T14:33:00Z;Indéterminé;3;12100;1,2100;NA;10500;1600;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;2;3;Certaine;Forestier;Involontaire (particulier);Non;Non;NA;NA;NA;NA;NA;NA;NA;NA;Non
B-2019-02507;NA;2019;11911;34;34095;Fabrègues;2019-09-07T21:53:00Z;Population;3;12086;1,2086;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;3;1;1;Probable;Coordinateur;Malveillance;Non;Non;NA;NA;NA;NA;NA;NA;NA;NA;Non
B-2017-01116;NA;2017;6599;13;13047;Istres;2017-03-07T15:07:00Z;Population;3;12000;1,2000;NA;10000;2000;NA;NA;NA;NA;NA;NA;NA;NA;1;1;2;1;Probable;Coordinateur;Malveillance;Oui;Non;NA;NA;NA;NA;NA;NA;NA;NA;Non
B-2017-00837;NA;2017;2687;33;33320;Petit-Palais-et-Cornemps;2017-04-12T10:41:00Z;Indéterminé;NA;12000;1,2000;NA;12000;NA;0;NA;NA;0;NA;NA;0;NA;NA;NA;NA;NA;NA;NA;Accidentelle;Non;Non;NA;NA;NA;NA;NA;NA;NA;NA;Non
B-2017-00125;NA;2017;241;43;43012;Aurec-sur-Loire;2017-04-20T19:04:00Z;Indéterminé;NA;12000;1,2000;NA;0;NA;12000;NA;NA;12000;0;0;0;Mesurées;NA;NA;NA;NA;NA;NA;NA;Non;Non;NA;NA;NA;NA;NA;NA;NA;NA;Non
B-2017-02215;NA;2017;11469;30;30350;Vigan (Le);2017-07-18T04:18:00Z;Indéterminé;3;12000;1,2000;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Inconnue;NA;NA;Non;Non;NA;NA;NA;NA;NA;NA;NA;NA;Non
B-2017-02473;NA;2017;12711;7;7217;Saint-Barthélemy-le-Plain;2017-07-18T14:47:00Z;Population;3;12000;1,2000;NA;4000;NA;NA;NA;NA;NA;NA;NA;8000;NA;1;3;3;3;Probable;Coordinateur;Accidentelle;Non;Non;NA;NA;NA;NA;50;S;NA;NA;Non
B-2017-01434;NA;2017;7225;2A;2A247;Porto-Vecchio;2017-09-15T12:01:00Z;Indéterminé;NA;12000;1,2000;NA;NA;12000;NA;NA;NA;NA;NA;NA;NA;NA;NA;4;3;1;Probable;Sapeur-pompier;Malveillance;Oui;Non;NA;NA;NA;NA;NA;NA;NA;NA;Non
B-2017-00516;NA;2017;1091;974;97415;Saint-Paul;2017-11-04T01:32:00Z;Indéterminé;NA;12000;1,2000;NA;0;NA;12000;NA;NA;12000;0;0;0;Mesurées;NA;NA;NA;NA;NA;Coordinateur;Malveillance;Non;Non;NA;NA;NA;NA;NA;NA;NA;NA;Non
B-2018-00576;NA;2018;1208;12;12069;Combret;2018-08-30T14:14:00Z;Indéterminé;NA;12000;1,2000;NA;0;NA;2000;NA;NA;1000;1000;10000;11000;Estimées;NA;NA;NA;NA;NA;Coordinateur;Involontaire (travaux);Non;Non;NA;NA;NA;NA;NA;NA;NA;NA;Non
B-2018-00532;NA;2018;1088;12;12030;Bouillac;2018-09-03T14:30:00Z;Indéterminé;NA;12000;1,2000;NA;0;NA;8000;NA;NA;8000;0;4000;4000;Estimées;NA;NA;NA;NA;NA;Coordinateur;Accidentelle;Non;Non;NA;NA;NA;NA;NA;NA;NA;NA;Non
B-2018-01568;NA;2018;6737;13;13055;Marseille;2018-10-02T06:03:00Z;Autre;1;12000;1,2000;NA;2000;10000;NA;NA;NA;NA;NA;NA;NA;NA;1;2;2;1;Probable;Sapeur-pompier;Malveillance;Oui;Non;NA;NA;NA;NA;NA;NA;NA;NA;Non
B-2019-02832;NA;2019;13671;7;7103;Saint-Julien-d'Intres;2019-02-28T14:39:00Z;Population;3;12000;1,2000;NA;2000;10000;NA;NA;NA;NA;NA;NA;NA;NA;1;1;1;3;Certaine;Coordinateur;Involontaire (particulier);Non;Non;NA;NA;NA;NA;20;SE;15;NA;Non
B-2019-02926;NA;2019;14332;2B;2B356;Zalana;2019-03-08T14:08:00Z;Indéterminé;NA;12000;1,2000;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Inconnue;NA;NA;Non;Non;NA;NA;NA;NA;NA;NA;NA;NA;Non
B-2019-00830;NA;2019;2699;33;33122;Cestas;2019-08-02T13:42:00Z;Indéterminé;NA;12000;1,2000;NA;12000;NA;0;NA;NA;0;NA;NA;0;NA;NA;NA;NA;NA;NA;NA;Naturelle;Non;Non;NA;NA;NA;NA;NA;NA;NA;NA;Non
B-2019-02489;NA;2019;11870;2A;2A048;Calcatoggio;2019-09-10T11:26:00Z;Indéterminé;3;12000;1,2000;NA;NA;12000;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;3;1;NA;NA;NA;Oui;Non;NA;NA;NA;NA;NA;NA;NA;NA;Non
B-2019-01115;NA;2019;3738;82;82033;Castelsarrasin;2019-10-13T15:20:00Z;Indéterminé;NA;12000;1,2000;NA;2000;NA;10000;NA;NA;0;10000;0;10000;Estimées;NA;NA;NA;NA;NA;NA;NA;Non;Non;NA;NA;NA;NA;NA;NA;NA;NA;Non
B-2020-00685;NA;2020;3543;68;68112;Guebwiller;2020-07-20T16:30:00Z;Indéterminé;NA;12000;1,2000;NA;12000;NA;0;NA;NA;0;0;0;0;Estimées;NA;NA;NA;NA;NA;NA;NA;Non;Non;NA;NA;NA;NA;NA;NA;NA;NA;Non
B-2020-01357;NA;2020;5913;40;40326;Vielle-Saint-Girons;2020-07-22T04:21:00Z;Indéterminé;NA;12000;1,2000;NA;12000;NA;0;NA;NA;0;NA;NA;0;NA;NA;NA;NA;NA;NA;NA;Naturelle;Non;Non;NA;NA;NA;NA;NA;NA;NA;NA;Non
B-2020-01370;NA;2020;5929;40;40332;Ychoux;2020-08-05T15:18:00Z;Indéterminé;NA;12000;1,2000;NA;12000;NA;0;NA;NA;0;NA;NA;0;NA;NA;NA;NA;NA;NA;NA;Involontaire (particulier);Non;Non;NA;NA;NA;NA;NA;NA;NA;NA;Non
B-2020-02739;NA;2020;17394;48;48061;Florac Trois Rivières;2020-11-21T14:52:00Z;Population;3;12000;1,2000;NA;NA;12000;NA;NA;NA;NA;NA;NA;NA;NA;NA;3;3;5;Certaine;Coordinateur;Involontaire (particulier);Non;Non;NA;NA;NA;NA;NA;NA;NA;NA;Non
B-2020-02349;NA;2020;16246;13;13077;Port-de-Bouc;2020-08-31T14:35:00Z;Population;1;11900;1,1900;NA;11900;0;NA;NA;NA;NA;NA;NA;NA;NA;1;2;2;1;Inconnue;NA;NA;Oui;Non;NA;NA;NA;NA;NA;NA;NA;NA;Non
B-2018-01266;NA;2018;5606;34;34197;Péret;2018-08-11T05:24:00Z;Population;3;11882;1,1882;NA;NA;11882;NA;NA;NA;NA;NA;NA;NA;NA;1;4;3;1;Probable;Coordinateur;Malveillance;Oui;Non;NA;NA;NA;NA;NA;NA;NA;NA;Non
B-2018-01094;NA;2018;4744;11;11266;Port-la-Nouvelle;2018-06-15T15:56:00Z;Indéterminé;NA;11829;1,1829;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Non;Non;NA;NA;NA;NA;NA;NA;NA;NA;Non
B-2018-01925;NA;2018;8856;6;6041;Cipières;2018-04-22T03:39:00Z;Population;3;11800;1,1800;NA;1100;10700;NA;NA;NA;NA;NA;NA;NA;NA;1;4;2;1;Certaine;Service de police et de gendarmerie;Malveillance;Non;Non;NA;NA;NA;NA;NA;NA;NA;NA;Non
B-2020-00441;NA;2020;2354;17;17038;Bedenac;2020-08-08T12:27:00Z;Indéterminé;NA;11800;1,1800;NA;0;NA;11800;NA;NA;11800;0;0;0;Estimées;NA;NA;NA;NA;NA;Coordinateur;Accidentelle;Non;Non;NA;NA;NA;NA;NA;NA;NA;NA;Non
B-2020-01722;NA;2020;12879;11;11315;Rieux-Minervois;2020-04-09T17:05:00Z;Indéterminé;NA;11792;1,1792;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Non;Non;NA;NA;NA;NA;NA;NA;NA;NA;Non
B-2017-03183;NA;2017;16350;6;6070;Gréolières;2017-11-18T12:22:00Z;Population;3;11750;1,1750;NA;11750;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;2;3;3;Certaine;Coordinateur;Involontaire (particulier);Non;Non;NA;NA;NA;NA;NA;NA;NA;NA;Non
B-2020-01705;NA;2020;12861;11;11386;Talairan;2020-02-06T17:26:00Z;Indéterminé;NA;11722;1,1722;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Non;Non;NA;NA;NA;NA;NA;NA;NA;NA;Non
B-2019-01388;NA;2019;6916;34;34221;Puéchabon;2019-03-29T15:20:00Z;Population;3;11721;1,1721;NA;NA;11721;NA;NA;NA;NA;NA;NA;NA;NA;1;4;3;1;Probable;Coordinateur;Involontaire (particulier);Non;Non;NA;NA;NA;NA;NA;NA;NA;NA;Non
B-2017-02506;NA;2017;13066;34;34086;Courniou;2017-08-21T18:51:00Z;Indéterminé;3;11710;1,1710;NA;11710;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;3;3;3;Probable;Coordinateur;Malveillance;Oui;Non;NA;NA;NA;NA;NA;NA;NA;NA;Non
B-2019-02110;NA;2019;10583;34;34143;Loupian;2019-08-11T17:50:00Z;Population;3;11705;1,1705;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;4;3;1;Certaine;Coordinateur;Involontaire (particulier);Non;Non;NA;NA;NA;NA;NA;NA;NA;NA;Non
B-2017-02826;NA;2017;14413;84;84012;Beaumes-de-Venise;2017-09-14T14:01:00Z;Indéterminé;NA;11700;1,1700;NA;11700;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;4;3;4;Certaine;Forestier;Naturelle;Non;Non;NA;NA;NA;42;36;NO;21;NA;Non
B-2020-01886;NA;2020;14097;4;4072;Draix;2020-02-07T12:57:00Z;Autre;3;11700;1,1700;NA;11700;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;3;3;3;Certaine;Forestier;Involontaire (travaux);Non;Non;NA;NA;NA;NA;NA;NA;NA;NA;Non
B-2020-00522;NA;2020;2564;974;97415;Saint-Paul;2020-10-16T20:37:00Z;Indéterminé;NA;11655;1,1655;NA;0;NA;11655;NA;NA;11655;0;0;0;Mesurées;NA;NA;NA;NA;NA;NA;NA;Non;Non;NA;NA;NA;NA;NA;NA;NA;NA;Non
B-2020-02015;NA;2020;14917;34;34068;Cazouls-d'Hérault;2020-08-03T19:05:00Z;Population;3;11622;1,1622;NA;11622;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;4;3;3;Certaine;Coordinateur;Accidentelle;Non;Non;NA;NA;NA;NA;NA;NA;NA;NA;Non
B-2017-03111;NA;2017;15747;83;83021;Bras;2017-10-29T13:05:00Z;Population;3;11500;1,1500;NA;11500;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;2;3;4;Probable;Sapeur-pompier;Involontaire (particulier);Oui;Non;NA;NA;NA;NA;NA;NA;NA;NA;Non
B-2018-01611;NA;2018;6852;34;34088;Cournonterral;2018-10-01T20:45:00Z;Population;3;11444;1,1444;NA;NA;11444;NA;NA;NA;NA;NA;NA;NA;NA;1;4;2;1;Probable;Coordinateur;Malveillance;Oui;Non;NA;NA;NA;NA;NA;NA;NA;NA;Non
B-2019-00366;NA;2019;1411;974;97423;Les Trois-Bassins;2019-10-14T07:33:00Z;Indéterminé;NA;11263;1,1263;NA;11263;NA;0;NA;NA;0;0;0;0;Mesurées;NA;NA;NA;NA;NA;Coordinateur;Accidentelle;Non;Non;NA;NA;NA;NA;NA;NA;NA;NA;Non
B-2018-00089;NA;2018;162;46;46296;Saint-Vincent-Rive-d'Olt;2018-07-30T18:56:00Z;Indéterminé;NA;11231;1,1231;NA;11231;NA;0;NA;NA;0;0;0;0;Mesurées;NA;NA;NA;NA;NA;NA;NA;Non;Non;NA;NA;NA;NA;NA;NA;NA;NA;Non
B-2017-00291;NA;2017;576;974;97415;Saint-Paul;2017-07-30T16:51:00Z;Indéterminé;NA;11203;1,1203;NA;0;NA;11203;NA;NA;11203;0;0;0;Mesurées;NA;NA;NA;NA;NA;Coordinateur;Involontaire (particulier);Non;Non;NA;NA;NA;NA;NA;NA;NA;NA;Non
B-2017-01651;NA;2017;8449;34;34286;Saint-Privat;2017-02-25T14:35:00Z;Indéterminé;3;11200;1,1200;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;2;3;NA;Probable;Sapeur-pompier;Involontaire (particulier);Non;Non;NA;NA;NA;NA;NA;NA;NA;NA;Non
B-2017-01353;NA;2017;7135;11;11351;Saint-Laurent-de-la-Cabrerisse;2017-11-10T13:40:00Z;Indéterminé;NA;11167;1,1167;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Non;Non;NA;NA;NA;NA;NA;NA;NA;NA;Non
B-2017-01366;NA;2017;7148;11;11386;Talairan;2017-11-17T16:52:00Z;Indéterminé;NA;11145;1,1145;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Non;Non;NA;NA;NA;NA;NA;NA;NA;NA;Non
B-2017-00245;NA;2017;426;17;17269;Orignolles;2017-06-08T14:18:00Z;Indéterminé;NA;11100;1,1100;NA;11100;NA;0;NA;NA;0;0;0;0;Mesurées;NA;NA;NA;NA;NA;NA;NA;Non;Non;NA;NA;NA;NA;NA;NA;NA;NA;Non
B-2018-01691;NA;2018;7357;11;11099;Conques-sur-Orbiel;2018-09-24T17:01:00Z;Indéterminé;NA;11081;1,1081;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Non;Non;NA;NA;NA;NA;NA;NA;NA;NA;Non
B-2017-00059;NA;2017;98;17;17113;Clotte (La);2017-02-13T12:42:00Z;Indéterminé;NA;11000;1,1000;NA;1000;NA;10000;NA;NA;0;10000;0;10000;Mesurées;NA;NA;NA;NA;NA;Coordinateur;Naturelle;Non;Non;NA;NA;NA;NA;NA;NA;NA;NA;Non
B-2017-01860;NA;2017;9467;34;34140;Lignan-sur-Orb;2017-06-24T16:24:00Z;Indéterminé;3;11000;1,1000;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;1;3;NA;Probable;Sapeur-pompier;Involontaire (particulier);Oui;Non;NA;NA;NA;NA;NA;NA;NA;NA;Non
B-2017-00669;NA;2017;1978;47;47121;Labastide-Castel-Amouroux;2017-07-30T17:53:00Z;Indéterminé;NA;11000;1,1000;NA;11000;NA;0;NA;NA;0;NA;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;Non;Non;NA;NA;NA;NA;NA;NA;NA;NA;Non
B-2017-02586;NA;2017;13472;13;13028;Ciotat (La);2017-08-12T00:51:00Z;Population;1;11000;1,1000;NA;11000;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;2;2;1;Certaine;Coordinateur;Accidentelle;Oui;Non;NA;NA;NA;NA;NA;NA;NA;NA;Non
B-2017-03285;NA;2017;17165;66;66136;Perpignan;2017-08-24T16:24:00Z;Population;1;11000;1,1000;NA;10000;1000;NA;NA;NA;NA;NA;NA;NA;NA;1;1;1;4;Certaine;Sapeur-pompier;Malveillance;Non;Non;NA;NA;NA;72;25;E;26;NA;Non
B-2017-02661;NA;2017;13683;2B;2B105;Erbajolo;2017-09-02T12:11:00Z;Indéterminé;NA;11000;1,1000;NA;NA;11000;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;Probable;Coordinateur;Malveillance;Oui;Non;NA;NA;NA;NA;NA;NA;NA;NA;Non
B-2017-03163;NA;2017;16256;7;7047;Cellier-du-Luc;2017-10-10T14:10:00Z;Population;3;11000;1,1000;NA;NA;11000;NA;NA;NA;NA;NA;NA;NA;NA;1;2;1;1;Inconnue;NA;NA;Non;Non;NA;NA;NA;NA;NA;NA;NA;NA;Non
B-2017-00506;NA;2017;1051;974;97415;Saint-Paul;2017-10-19T22:36:00Z;Indéterminé;NA;11000;1,1000;NA;0;NA;11000;NA;NA;11000;0;0;0;Mesurées;NA;NA;NA;NA;NA;Coordinateur;Malveillance;Non;Non;NA;NA;NA;NA;NA;NA;NA;NA;Non
B-2018-01844;NA;2018;8416;13;13118;Coudoux;2018-08-15T13:28:00Z;Vigie-caméra;NA;11000;1,1000;NA;11000;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;2;2;1;Probable;Sapeur-pompier;Involontaire (particulier);Non;Non;NA;NA;NA;NA;NA;NA;NA;NA;Non
B-2018-01482;NA;2018;6494;13;13051;Lançon-Provence;2018-09-22T15:04:00Z;Vigie-caméra;1;11000;1,1000;NA;11000;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;2;2;1;Inconnue;NA;NA;Non;Non;NA;NA;NA;NA;NA;NA;NA;NA;Non
B-2019-02950;NA;2019;14377;48;48170;Saint-Martin-de-Boubaux;2019-02-21T13:26:00Z;Population;3;11000;1,1000;NA;11000;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;3;3;4;Certaine;Coordinateur;Involontaire (particulier);Non;Non;NA;NA;NA;NA;NA;NA;NA;NA;Non
B-2019-02211;NA;2019;11088;5;5160;Salérans;2019-02-23T13:53:00Z;Population;3;11000;1,1000;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;3;1;NA;Probable;Sapeur-pompier;Involontaire (particulier);Non;Non;NA;NA;NA;NA;NA;NA;NA;NA;Non
B-2019-01235;NA;2019;5985;41;41072;Crucheray;2019-07-18T16:15:00Z;Indéterminé;NA;11000;1,1000;NA;1000;NA;0;NA;NA;0;0;10000;10000;Estimées;NA;NA;NA;NA;NA;NA;NA;Non;Non;NA;NA;NA;NA;NA;NA;NA;NA;Non
B-2019-00967;NA;2019;3129;40;40046;Biscarrosse;2019-07-28T13:59:00Z;Indéterminé;NA;11000;1,1000;NA;11000;NA;0;NA;NA;0;NA;NA;0;NA;NA;NA;NA;NA;NA;NA;Naturelle;Non;Non;NA;NA;NA;NA;NA;NA;NA;NA;Non
B-2019-02289;NA;2019;11332;13;13118;Coudoux;2019-08-15T13:28:00Z;Vigie-caméra;1;11000;1,1000;NA;10000;1000;NA;NA;NA;NA;NA;NA;NA;NA;1;2;2;1;Probable;Sapeur-pompier;Involontaire (particulier);Non;Non;NA;NA;NA;NA;NA;NA;NA;NA;Non
B-2020-01692;NA;2020;12813;26;26021;Autichamp;2020-04-04T20:43:00Z;Autre;3;11000;1,1000;NA;11000;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;4;2;3;Certaine;Forestier;Involontaire (travaux);Non;Non;NA;NA;NA;NA;NA;NA;NA;NA;Non
B-2020-00344;NA;2020;1780;35;35117;Gaël;2020-08-09T15:54:00Z;Indéterminé;NA;11000;1,1000;NA;0;NA;1000;NA;NA;1000;0;10000;10000;Estimées;NA;NA;NA;NA;NA;NA;NA;Non;Non;NA;NA;NA;NA;NA;NA;NA;NA;Non
B-2017-03167;NA;2017;16287;34;34070;Cébazan;2017-11-15T14:28:00Z;Indéterminé;3;10980;1,0980;NA;NA;10980;NA;NA;NA;NA;NA;NA;NA;NA;1;4;3;1;Probable;Coordinateur;Malveillance;Oui;Non;NA;NA;NA;NA;NA;NA;NA;NA;Non
B-2018-00912;NA;2018;3336;34;34340;Villetelle;2018-04-26T13:08:00Z;Population;3;10957;1,0957;NA;NA;10957;NA;NA;NA;NA;NA;NA;NA;NA;1;1;3;1;Probable;Coordinateur;Malveillance;Non;Non;NA;NA;NA;NA;NA;NA;NA;NA;Non
B-2019-01559;NA;2019;7764;13;13075;Plan-de-Cuques;2019-06-18T15:08:00Z;Population;3;10900;1,0900;NA;10900;0;NA;NA;NA;NA;NA;NA;NA;NA;1;2;2;1;Probable;Sapeur-pompier;Malveillance;Non;Non;NA;NA;NA;NA;NA;NA;NA;NA;Non
