,year,geometry,class,tree_type,essence,dataset
82,2018,"POLYGON ((233624.8022857778 6769555.232472173, 233654.71062789788 6769558.233641971, 233657.57178436418 6769528.469346285, 233687.4801179801 6769531.47050012, 233690.34125297127 6769501.706197666, 233720.24957808346 6769504.707335537, 233725.97178819083 6769445.1787168095, 233606.33850035712 6769433.174160476, 233603.47738558735 6769462.938444001, 233573.5690491881 6769459.937274757, 233567.8467597689 6769519.465827984, 233537.93841032038 6769516.464636284, 233532.2160440875 6769575.9931754125, 233621.9411078354 6769584.996761087, 233624.8022857778 6769555.232472173))",Other,Mixed,"broadleaf,conifers",senfseidl
83,2018,"POLYGON ((238068.1002917174 6770451.780990708, 238008.2846417891 6770445.7812707685, 237993.9806912474 6770594.607493027, 238023.88854105579 6770597.607390121, 238029.61016270687 6770538.076888972, 238059.51799943298 6770541.076763624, 238068.1002917174 6770451.780990708))",Other,Mixed,"maritime pine,broadleaf",senfseidl
84,2018,"POLYGON ((218802.7956575742 6770440.660021734, 218794.20139717002 6770529.943247063, 218824.11206115957 6770532.949563645, 218832.70630801684 6770443.666318572, 218802.7956575742 6770440.660021734))",Other,Mixed,mixed,senfseidl
85,2018,"POLYGON ((214655.02924089215 6770234.021828046, 214684.9404814833 6770237.029471253, 214687.8059384406 6770207.269300923, 214657.8947023478 6770204.261664319, 214655.02924089215 6770234.021828046))",Other,Broadleaf,broadleaf,senfseidl
86,2018,"POLYGON ((219561.68102532323 6771027.767989585, 219531.77040286292 6771024.761826073, 219526.04056430806 6771084.284309063, 219585.86182330927 6771090.296652979, 219588.72674211633 6771060.535398461, 219558.81611915684 6771057.529237799, 219561.68102532323 6771027.767989585))",Other,Mixed,"mixed,broadleaf",senfseidl
87,2018,"POLYGON ((200886.42595221382 6769569.704111679, 200872.08606220776 6769718.489677323, 200901.99931030785 6769721.501815345, 200916.33917808952 6769572.716216319, 200886.42595221382 6769569.704111679))",Other,Broadleaf,"poplar,broadleaf",senfseidl
88,2018,"POLYGON ((200899.13128435012 6769751.258934027, 200929.04453275638 6769754.271069357, 200931.91255426768 6769724.513943998, 200901.99931030785 6769721.501815345, 200899.13128435012 6769751.258934027))",Other,Broadleaf,"poplar,broadleaf",senfseidl
89,2018,"POLYGON ((235843.3179278089 6773804.787179787, 235873.22654146363 6773807.788395742, 235870.36349944532 6773837.553228028, 235930.1807242328 6773843.555644459, 235933.04375700484 6773813.790799164, 235962.95235889126 6773816.791986631, 235965.81537012674 6773787.027134676, 235995.7239634677 6773790.0283061415, 235998.58695316786 6773760.26344753, 235968.6783644494 6773757.262282568, 235977.2672459447 6773667.967725316, 235947.35866716818 6773664.966570371, 235944.4957189607 6773694.731416441, 235884.6785403962 6773688.729065059, 235881.81556603388 6773718.4938979605, 235851.90696624498 6773715.492701523, 235843.3179278089 6773804.787179787))",Other,Mixed,"mixed,broadleaf",senfseidl
90,2018,"POLYGON ((204646.46351286024 6770669.368419783, 204643.59572198085 6770699.12637873, 204673.5085310412 6770702.137449513, 204676.3763174464 6770672.379483903, 204646.46351286024 6770669.368419783))",Other,Broadleaf,broadleaf,senfseidl
91,2018,"POLYGON ((233366.2992857166 6774127.178801873, 233336.3902620658 6774124.176683738, 233339.25399251684 6774094.412394794, 233279.43594264827 6774088.408143096, 233273.7084463084 6774147.936694748, 233333.52651465696 6774153.940972531, 233330.66275029012 6774183.705261171, 233390.48081213975 6774189.709514033, 233393.3445672646 6774159.945212352, 233363.43554292846 6774156.943097187, 233366.2992857166 6774127.178801873))",Other,Mixed,mixed,senfseidl
92,2018,"POLYGON ((214900.210380691 6772392.113390254, 214930.1218811366 6772395.12136138, 214932.988494934 6772365.36111228, 214903.07699902216 6772362.353147767, 214900.210380691 6772392.113390254))",Other,Broadleaf,broadleaf,senfseidl
93,2018,"POLYGON ((214870.29887619813 6772389.105409702, 214867.43223608052 6772418.865645319, 214897.34374510747 6772421.873632484, 214900.210380691 6772392.113390254, 214870.29887619813 6772389.105409702))",Other,Broadleaf,broadleaf,senfseidl
94,2018,"POLYGON ((192697.35268311494 6770547.441056948, 192637.5234557612 6770541.410997822, 192634.65326209465 6770571.166279608, 192664.56788229558 6770574.181320574, 192661.6976754552 6770603.936608709, 192691.61229590792 6770606.951647049, 192697.35268311494 6770547.441056948))",Other,Broadleaf,broadleaf,senfseidl
95,2018,"POLYGON ((237385.21469885204 6775041.3864695635, 237355.3061297714 6775038.385532522, 237358.16951780388 6775008.620360202, 237328.26094946184 6775005.619420158, 237325.39755678136 6775035.384585971, 237295.48897988384 6775032.383629915, 237292.62556565943 6775062.14878911, 237232.80839084293 6775056.14683547, 237229.94495042594 6775085.911981543, 237349.579303017 6775097.91587681, 237346.71586429555 6775127.681048786, 237376.6244473217 6775130.682005341, 237385.21469885204 6775041.3864695635))",Other,Mixed,"broadleaf,douglas,mixed",senfseidl
96,2018,"POLYGON ((192691.61229590792 6770606.951647049, 192688.7420758952 6770636.7069415385, 192718.65669660055 6770639.7219772525, 192721.5269121792 6770609.966676039, 192691.61229590792 6770606.951647049))",Other,Broadleaf,broadleaf,senfseidl
97,2018,"POLYGON ((242297.1736897761 6775774.540805296, 242267.26572568837 6775771.541386416, 242264.40295501874 6775801.307628984, 242324.21888866712 6775807.306470179, 242321.3561105291 6775837.072725626, 242381.17203802208 6775843.071541681, 242384.0348068084 6775813.305273276, 242413.94276006444 6775816.304660535, 242416.80550735793 6775786.538385568, 242446.71345206193 6775789.537756824, 242452.43888685014 6775730.005193697, 242422.53095149557 6775727.005835399, 242425.3936483406 6775697.239560194, 242365.57777534978 6775691.24082798, 242362.71506915707 6775721.00709023, 242332.80712217244 6775718.007703358, 242329.9443944886 6775747.773959048, 242300.03643895237 6775744.774556168, 242297.1736897761 6775774.540805296))",Other,Mixed,"douglas,fir, spruce,nr,broadleaf",senfseidl
98,2018,"POLYGON ((233989.60587353306 6775181.453624848, 234049.42402595154 6775187.457807365, 234055.1523388839 6775127.928886244, 233995.33420502162 6775121.924729817, 233989.60587353306 6775181.453624848))",Other,Mixed,mixed,senfseidl
99,2018,"POLYGON ((194057.41298317077 6771165.2264122, 194063.1534456981 6771105.715200279, 193973.41000084934 6771096.671134164, 193961.92895207764 6771215.693475901, 193991.84345565416 6771218.708200858, 193988.97315393813 6771248.463792125, 193959.05864591332 6771245.449060446, 193956.1883221597 6771275.204644633, 193986.10283463303 6771278.219383037, 193983.23249773914 6771307.974973593, 193953.31798081694 6771304.960228469, 193947.57724536222 6771364.471395078, 194037.3208103194 6771373.515642718, 194048.80215747491 6771254.493227404, 194108.6311443306 6771260.522625246, 194111.5014282521 6771230.767007086, 194081.586941358 6771227.752319566, 194087.32746533852 6771168.241095632, 194057.41298317077 6771165.2264122))",Other,Mixed,mixed,senfseidl
100,2018,"POLYGON ((241691.70328398648 6776104.509848478, 241661.79518542363 6776101.510164356, 241656.0690120962 6776161.042401094, 241715.88522405812 6776167.041785753, 241724.4744307315 6776077.743391624, 241694.56634072564 6776074.743723513, 241691.70328398648 6776104.509848478))",Other,Mixed,"broadleaf,mixed",senfseidl
101,2018,"POLYGON ((232670.4006317142 6775710.168799883, 232760.12865575927 6775719.176686933, 232762.99338420603 6775689.412496634, 232673.2653740932 6775680.404629182, 232670.4006317142 6775710.168799883))",Other,Broadleaf,broadleaf,senfseidl
102,2018,"POLYGON ((243363.38084494113 6776933.338230928, 243360.51767326263 6776963.104730507, 243390.42565121176 6776966.104001487, 243393.28881819273 6776936.337495427, 243363.38084494113 6776933.338230928))",Other,Mixed,mixed,senfseidl
103,2018,"POLYGON ((207436.5499213981 6773684.483408447, 207466.46271774254 6773687.4941199925, 207469.33161047474 6773657.73550105, 207439.4188186613 6773654.724796167, 207436.5499213981 6773684.483408447))",Other,Broadleaf,broadleaf,senfseidl
104,2018,"POLYGON ((191505.13082342228 6772259.983346159, 191564.96086061752 6772266.0148255555, 191567.83224485425 6772236.259767209, 191657.5772559343 6772245.306895899, 191660.44860916724 6772215.551816988, 191720.27858674765 6772221.583175848, 191731.763787716 6772102.56280291, 191671.9338457834 6772096.531497976, 191674.80511085922 6772066.776417377, 191614.97516111896 6772060.745088499, 191617.84641747212 6772030.990021041, 191498.18648564845 6772018.927277976, 191495.31521148136 6772048.682318473, 191525.23020516057 6772051.698025013, 191522.35891781322 6772081.453071906, 191552.273911767 6772084.468775835, 191549.40261124074 6772114.223829131, 191609.23259551724 6772120.255222396, 191612.103887134 6772090.500155617, 191642.01886854827 6772093.515831476, 191639.1475813862 6772123.270904995, 191669.06256307632 6772126.286578236, 191666.19126273802 6772156.0416581575, 191636.2762765927 6772153.025978175, 191633.40495416708 6772182.781051017, 191573.57496042777 6772176.749649501, 191570.70361145766 6772206.504708522, 191510.87359208887 6772200.473256093, 191505.13082342228 6772259.983346159))",Other,Mixed,mixed,senfseidl
105,2018,"POLYGON ((191541.98915189615 6772504.055280354, 191539.11760894966 6772533.810335718, 191569.03266141354 6772536.826122064, 191571.9041998987 6772507.071059958, 191541.98915189615 6772504.055280354))",Other,Broadleaf,broadleaf,senfseidl
106,2018,"POLYGON ((191416.58577888698 6772551.502124795, 191536.24604836712 6772563.565390749, 191539.11760894966 6772533.810335718, 191389.54228396137 6772518.731263597, 191386.67070107267 6772548.486284913, 191326.84053290787 6772542.454577071, 191321.09729636874 6772601.964591732, 191291.1821970957 6772598.948710282, 191285.43888107484 6772658.458710143, 191315.35398927244 6772661.474605083, 191312.4823092647 6772691.229611272, 191402.22762217926 6772700.277260177, 191416.58577888698 6772551.502124795))",Other,Mixed,"mixed,broadleaf",senfseidl
107,2018,"POLYGON ((235087.8903295147 6777575.656395143, 235057.98106554657 6777572.654211884, 235055.11578661995 6777602.418933215, 235144.84358085023 6777611.425474037, 235150.57409366395 6777551.895992148, 235090.7555868128 6777545.891667232, 235087.8903295147 6777575.656395143))",Other,Conifer,"fir, spruce,conifers",senfseidl
108,2018,"POLYGON ((231199.65318423812 6777185.292836039, 231196.78730250476 6777215.056713761, 231226.6970767033 6777218.060129985, 231223.83118262573 6777247.82401418, 231193.9214037626 6777244.820591407, 231191.05548801192 6777274.584468979, 231280.7848268046 6777283.594728452, 231277.91890804097 6777313.358625598, 231367.64822546177 6777322.368819207, 231387.70920170203 6777114.021400083, 231327.8897259871 6777108.014705526, 231325.0239139289 6777137.778609674, 231295.11416551267 6777134.7752415985, 231292.24833178497 6777164.539139118, 231262.3385747752 6777161.535754992, 231259.4727193772 6777191.2996458905, 231199.65318423812 6777185.292836039))",Other,Mixed,"conifers,mixed",senfseidl
109,2018,"POLYGON ((231397.55799007684 6777325.372198072, 231367.64822546177 6777322.368819207, 231361.91636491026 6777381.89665258, 231302.09680522623 6777375.889840147, 231299.23084010597 6777405.653743628, 231329.14062657993 6777408.657161147, 231323.4086546512 6777468.1849810025, 231353.31844653236 6777471.188402118, 231356.18443633209 6777441.424485674, 231386.09421961632 6777444.4278907385, 231397.55799007684 6777325.372198072))",Other,Mixed,"conifers,mixed",senfseidl
110,2018,"POLYGON ((216724.0896638456 6776031.144386324, 216754.00139915373 6776034.152438952, 216756.86966739822 6776004.391736902, 216726.95793668937 6776001.383690899, 216724.0896638456 6776031.144386324))",Other,Mixed,mixed,senfseidl
111,2018,"POLYGON ((216721.22137376078 6776060.905081596, 216712.6164000624 6776150.187166508, 216802.35164913995 6776159.211375521, 216805.21997714363 6776129.450660829, 216775.30823606945 6776126.442607236, 216783.91313044447 6776037.160482128, 216754.00139915373 6776034.152438952, 216751.13311366877 6776063.913140851, 216721.22137376078 6776060.905081596))",Other,Mixed,"mixed,broadleaf",senfseidl
113,2018,"POLYGON ((243168.64687478292 6778957.460140549, 243198.55516853975 6778960.459846075, 243204.2837386179 6778900.926836398, 243174.37545431964 6778897.927143856, 243168.64687478292 6778957.460140549))",Other,Broadleaf,broadleaf,senfseidl
114,2018,"POLYGON ((240298.69296522945 6778970.103417256, 240292.96308365418 6779029.635179108, 240322.8718011165 6779032.635868979, 240328.60167324898 6778973.1040941095, 240298.69296522945 6778970.103417256))",Other,Broadleaf,broadleaf,senfseidl
115,2018,"POLYGON ((221443.95828942402 6777196.832798062, 221503.78068805567 6777202.846170183, 221509.51651234907 6777143.322642452, 221449.694132249 6777137.309296748, 221443.95828942402 6777196.832798062))",Other,Mixed,mixed,senfseidl
116,2018,"POLYGON ((221500.9127501573 6777232.607933887, 221530.82394812914 6777235.61461234, 221533.6918813943 6777205.852842033, 221503.78068805567 6777202.846170183, 221500.9127501573 6777232.607933887))",Other,Mixed,mixed,senfseidl
117,2018,"POLYGON ((221414.04708413145 6777193.826097796, 221411.17913233186 6777223.58784169, 221441.09034225863 6777226.594548563, 221443.95828942402 6777196.832798062, 221414.04708413145 6777193.826097796))",Other,Mixed,mixed,senfseidl
118,2018,"POLYGON ((155495.27051309438 6770695.991781132, 155525.19096601882 6770699.019126409, 155528.0688401669 6770669.272286619, 155557.98928438628 6770672.299615726, 155560.86713600915 6770642.552768509, 155530.9466961011 6770639.525446329, 155533.82453382248 6770609.778605543, 155503.90409383236 6770606.751281056, 155495.27051309438 6770695.991781132))",Other,Broadleaf,broadleaf,senfseidl
119,2018,"POLYGON ((209734.02245715144 6776169.287608999, 209763.93525338295 6776172.298028783, 209766.80506606773 6776142.538865846, 209736.89227441512 6776139.528452725, 209734.02245715144 6776169.287608999))",Other,Conifer,conifers,senfseidl
120,2018,"POLYGON ((216848.63985564932 6777245.638363346, 216845.77091272955 6777275.399106201, 216965.4184574489 6777287.432044134, 216968.28738188895 6777257.671274764, 216938.37550634384 6777254.663061099, 216941.2444181604 6777224.90229824, 216881.42066427978 6777218.88585579, 216878.55174322397 6777248.646605392, 216848.63985564932 6777245.638363346))",Other,Mixed,"broadleaf,mixed",senfseidl
121,2018,"POLYGON ((184467.2197319279 6774133.968028014, 184497.13608823885 6774136.986477046, 184500.01001139107 6774107.232989156, 184470.0936595442 6774104.214546914, 184467.2197319279 6774133.968028014))",Other,Mixed,mixed,senfseidl
122,2018,"POLYGON ((229035.1565560688 6778650.795199206, 229154.79771119007 6778662.812796484, 229160.53191952198 6778603.285873948, 229130.62164600525 6778600.281502018, 229133.48872927704 6778570.518047254, 229073.66817979806 6778564.509288023, 229070.8010871663 6778594.272729654, 229040.89080184477 6778591.268329219, 229035.1565560688 6778650.795199206))",Other,Mixed,"conifers,broadleaf",senfseidl
123,2018,"POLYGON ((184556.96878823516 6774143.023347071, 184554.09485625365 6774172.776848236, 184524.1785038946 6774169.758411104, 184521.30454968923 6774199.511905171, 184581.13725913072 6774205.548783672, 184586.88513192144 6774146.041768069, 184556.96878823516 6774143.023347071))",Other,Mixed,mixed,senfseidl
124,2018,"POLYGON ((219344.01286606968 6777676.865504646, 219284.18969575688 6777670.850502585, 219281.32102889463 6777700.61178794, 219311.23262068286 6777703.619300325, 219308.3639412491 6777733.380592201, 219338.2755336773 6777736.388101731, 219344.01286606968 6777676.865504646))",Other,Mixed,mixed,senfseidl
