,year,geometry,class,tree_type,essence,dataset
172,2018,"POLYGON ((217297.0543755996 6781677.969258985, 217356.87927459995 6781683.987123149, 217362.62185759726 6781624.465242822, 217302.79697736813 6781618.44740526, 217297.0543755996 6781677.969258985))",Other,Mixed,"broadleaf,mixed",senfseidl
173,2018,"POLYGON ((238384.35463020863 6783796.910141989, 238444.17400229775 6783802.914582256, 238447.0419580986 6783773.148991063, 238387.22259559773 6783767.144563889, 238384.35463020863 6783796.910141989))",Other,Mixed,"mixed,broadleaf",senfseidl
174,2018,"POLYGON ((217739.9981998008 6781782.624368698, 217731.38427544507 6781871.907448588, 217761.2966906831 6781874.916276386, 217767.0393147791 6781815.39420982, 217796.951716642 6781818.403014835, 217802.69426233188 6781758.880934999, 217772.78186986223 6781755.872143283, 217769.9106009475 6781785.633176549, 217739.9981998008 6781782.624368698))",Other,Broadleaf,broadleaf,senfseidl
175,2018,"POLYGON ((204351.5130563021 6780615.287266289, 204381.42728289642 6780618.300344118, 204375.68031354295 6780677.816435635, 204405.59454534634 6780680.829517458, 204402.7210391041 6780710.587569833, 204432.63527148223 6780713.600648933, 204435.50877308846 6780683.842589839, 204465.42299676966 6780686.855652781, 204476.9168099899 6780567.823388872, 204447.0026048486 6780564.810352799, 204449.8760191229 6780535.05229336, 204419.96181455383 6780532.039254564, 204417.0883956455 6780561.79730728, 204387.17418238096 6780558.784252326, 204384.30074137216 6780588.5422982555, 204354.386519412 6780585.529227141, 204351.5130563021 6780615.287266289))",Other,Mixed,"broadleaf,mixed",senfseidl
176,2018,"POLYGON ((195610.63470691617 6779794.577310213, 195640.5501364956 6779797.593153459, 195649.17460579838 6779708.324919293, 195619.25918999576 6779705.30909633, 195610.63470691617 6779794.577310213))",Other,Broadleaf,broadleaf,senfseidl
177,2018,"POLYGON ((239013.6873459316 6784160.614109835, 239016.55537496659 6784130.848386472, 238986.64572474174 6784127.8463034015, 238983.7776909051 6784157.612020222, 238953.86803202797 6784154.609921049, 238945.26381461654 6784243.907052706, 239034.9928229187 6784252.913380435, 239037.86089789652 6784223.1476501115, 238978.04157248518 6784217.143454275, 238980.9096401533 6784187.3777371785, 239100.5482563632 6784199.386064441, 239103.41628790658 6784169.620321315, 239163.2355633044 6784175.624414496, 239166.10356832936 6784145.858658422, 239136.19393735786 6784142.856623155, 239141.92990627332 6784083.325124499, 239082.11065198394 6784077.321051448, 239079.2426663809 6784107.086787623, 239049.33302865888 6784104.084730216, 239043.59699710738 6784163.616189891, 239013.6873459316 6784160.614109835))",Other,Mixed,"mixed,nr,broadleaf",senfseidl
178,2018,"POLYGON ((195637.67527818203 6779827.349231276, 195667.59070823988 6779830.365071871, 195670.46556196013 6779800.608987292, 195640.5501364956 6779797.593153459, 195637.67527818203 6779827.349231276))",Other,Broadleaf,broadleaf,senfseidl
179,2018,"POLYGON ((195793.00204041612 6779782.916116807, 195763.08663600218 6779779.90032737, 195760.21181366703 6779809.656432345, 195730.29640054592 6779806.640626737, 195727.42155601247 6779836.396724837, 195757.3369737274 6779839.412537205, 195754.46211618307 6779869.168641947, 195724.54669387394 6779866.152822818, 195713.04706926388 6779985.177213586, 195772.87794653198 6779991.2088965215, 195793.00204041612 6779782.916116807))",Other,Mixed,"nr,mixed",senfseidl
180,2018,"POLYGON ((222327.57110166893 6782754.831255848, 222330.44193774828 6782725.069199794, 222300.530071934 6782722.061747954, 222303.40089555655 6782692.299698578, 222273.48903051735 6782689.292243863, 222276.35984168184 6782659.53020116, 222246.44797741727 6782656.522743571, 222243.57716152765 6782686.2847796455, 222213.66528858617 6782683.277305923, 222210.794450787 6782713.039335415, 222270.6182021693 6782719.054286613, 222267.7473566371 6782748.816329407, 222327.57110166893 6782754.831255848))",Other,Conifer,"fir, spruce",senfseidl
181,2018,"POLYGON ((217033.10831839137 6782222.3631624505, 217063.02088701312 6782225.372292077, 217065.892552719 6782195.611404973, 217095.80511265708 6782198.620518456, 217098.6767563952 6782168.859624712, 217128.58930764993 6782171.868722055, 217131.46092942153 6782142.107821672, 216922.0730198988 6782121.043987656, 216913.45800407795 6782210.326549095, 216973.28316920012 6782216.344874745, 216976.15484900854 6782186.584007607, 217035.97998879832 6782192.6022820035, 217033.10831839137 6782222.3631624505))",Other,Mixed,"nr,mixed",senfseidl
182,2018,"POLYGON ((154582.21651347866 6776070.535113067, 154671.9804073244 6776079.621275328, 154674.861648162 6776049.874589531, 154585.09776750393 6776040.788448166, 154582.21651347866 6776070.535113067))",Other,Mixed,mixed,senfseidl
183,2018,"POLYGON ((204326.82825285534 6781183.703203411, 204329.70204324316 6781153.945158712, 204359.61634927714 6781156.958348032, 204362.49011755106 6781127.20029656, 204242.83288763236 6781115.147509501, 204239.9591007873 6781144.905534093, 204269.8734189985 6781147.918751743, 204264.12580217846 6781207.434814206, 204294.040125617 6781210.448035854, 204296.91393811937 6781180.689997928, 204326.82825285534 6781183.703203411))",Other,Mixed,"broadleaf,fir, spruce",senfseidl
184,2018,"POLYGON ((234380.0864332831 6784296.477727063, 234409.99677143618 6784299.481400026, 234415.73494851257 6784239.951941119, 234385.82461993798 6784236.948281295, 234380.0864332831 6784296.477727063))",Other,Mixed,mixed,senfseidl
185,2018,"POLYGON ((203842.45094814437 6781195.006656774, 203782.6221661151 6781188.979907338, 203776.8742958656 6781248.495754372, 203806.7886981963 6781251.509147259, 203809.6626374183 6781221.751217044, 203839.5770310444 6781224.764593764, 203842.45094814437 6781195.006656774))",Other,Mixed,mixed,senfseidl
186,2018,"POLYGON ((216377.41719299235 6782757.393527938, 216383.16139566654 6782697.87203255, 216323.3359178076 6782691.8531256905, 216320.46381569712 6782721.613860048, 216350.37656132504 6782724.623324882, 216347.50444664003 6782754.384065929, 216377.41719299235 6782757.393527938))",Other,Mixed,"nr,broadleaf",senfseidl
187,2018,"POLYGON ((226886.36417358957 6784024.475580488, 226856.4527847878 6784021.469418041, 226853.58219913283 6784051.232495454, 226913.4049823432 6784057.244824046, 226919.1461174903 6783997.718642875, 226889.23473736766 6783994.712496559, 226886.36417358957 6784024.475580488))",Other,Broadleaf,broadleaf,senfseidl
188,2018,"POLYGON ((232321.56267898664 6784660.73128345, 232351.47336811433 6784663.73572093, 232348.60360998096 6784693.500012424, 232378.5143000132 6784696.5044469405, 232384.25378967286 6784636.975850915, 232354.34310921934 6784633.971429562, 232360.08254034788 6784574.442847219, 232330.17186558578 6784571.438429487, 232321.56267898664 6784660.73128345))",Other,Mixed,mixed,senfseidl
189,2018,"POLYGON ((227478.85013867833 6784144.123261638, 227481.72064140718 6784114.360045345, 227421.89800702245 6784108.348078732, 227416.15696539712 6784167.874484987, 227446.06829407834 6784170.880486275, 227448.9388186782 6784141.117276488, 227478.85013867833 6784144.123261638))",Other,Broadleaf,broadleaf,senfseidl
190,2018,"POLYGON ((230173.7230044345 6784384.8590895245, 230143.81204078504 6784381.8539688075, 230140.94196273945 6784411.617772534, 230111.0309904134 6784408.612635683, 230105.29077357467 6784468.140230293, 230075.37978779327 6784465.135070723, 230072.50964899943 6784494.89886161, 230102.42063955992 6784497.904027775, 230099.5504884813 6784527.667825377, 230129.4614799241 6784530.672988603, 230132.33162622276 6784500.909184407, 230192.15358785476 6784506.919469058, 230203.63396418584 6784387.864200709, 230233.54492003855 6784390.869302356, 230236.41496668884 6784361.105478967, 230296.23685714474 6784367.115640465, 230299.1068771786 6784337.351804008, 230269.19593867712 6784334.346734619, 230272.06594642793 6784304.582904868, 230212.24406728474 6784298.572750666, 230206.50401561387 6784358.100383914, 230176.59306064015 6784355.095279325, 230173.7230044345 6784384.8590895245))",Other,Mixed,"broadleaf,douglas,poplar",senfseidl
191,2018,"POLYGON ((217069.47316116065 6783097.4659393225, 217009.64777073154 6783091.447341377, 217003.90339527844 6783150.969130585, 217033.81610191346 6783153.978447624, 217030.94389299426 6783183.739348947, 217060.8566003687 6783186.7486631535, 217057.98437889427 6783216.509571179, 217117.80979114672 6783222.528184441, 217120.68200318672 6783192.767263096, 217150.5946986304 6783195.77654883, 217153.4668886817 6783166.015620865, 217183.3795754314 6783169.024890446, 217186.25174349564 6783139.263955864, 217126.42637545295 6783133.245420529, 217129.29853567982 6783103.4844993055, 217099.38585040916 6783100.475224061, 217102.2579980807 6783070.714309536, 217072.34531354834 6783067.705031461, 217069.47316116065 6783097.4659393225))",Other,Mixed,"mixed,broadleaf",senfseidl
192,2018,"POLYGON ((156120.16625715897 6777037.243250353, 156117.28473013127 6777066.990281786, 156147.20592038147 6777070.018706345, 156150.08744299237 6777040.271667951, 156120.16625715897 6777037.243250353))",Other,Conifer,"fir, spruce",senfseidl
193,2018,"POLYGON ((156024.6395747417 6777087.651962695, 156054.56078246946 6777090.680422033, 156051.67921012896 6777120.427438896, 156081.60041792155 6777123.455895928, 156084.48198584362 6777093.708872101, 156114.40318486525 6777096.737312897, 156117.28473013127 6777066.990281786, 156027.52113325975 6777057.904952473, 156024.6395747417 6777087.651962695))",Other,Conifer,"fir, spruce",senfseidl
194,2018,"POLYGON ((200425.8976262104 6781541.865748088, 200366.06771905918 6781535.836575026, 200360.31800408266 6781595.350911134, 200390.23296897172 6781598.36551587, 200393.10783059144 6781568.608341099, 200423.02278676478 6781571.622929656, 200425.8976262104 6781541.865748088))",Other,Conifer,"fir, spruce",senfseidl
195,2018,"POLYGON ((200423.02278676478 6781571.622929656, 200420.14792978246 6781601.380111171, 200450.0628865147 6781604.3946970375, 200452.9377388598 6781574.637508783, 200423.02278676478 6781571.622929656))",Other,Conifer,"fir, spruce",senfseidl
196,2018,"POLYGON ((217166.14620436938 6783347.590498842, 217136.23348930868 6783344.581189297, 217127.61655645713 6783433.86397413, 217187.44201092684 6783439.882623686, 217193.1866312166 6783380.360740444, 217163.27391541103 6783377.351433732, 217166.14620436938 6783347.590498842))",Other,Mixed,mixed,senfseidl
197,2018,"POLYGON ((230019.63689159794 6784730.003964564, 230079.45895312 6784736.01441196, 230082.3292236523 6784706.250613506, 230112.24024378468 6784709.255816303, 230115.11049246922 6784679.492011382, 230055.28845787322 6784673.481609443, 230052.41819962318 6784703.245401174, 230022.50717169663 6784700.240179306, 230019.63689159794 6784730.003964564))",Other,Mixed,mixed,senfseidl
198,2018,"POLYGON ((240757.44858217827 6785808.267300977, 240751.71142377722 6785867.799588401, 240781.62107868562 6785870.801399342, 240784.48966149893 6785841.035248996, 240814.39930773998 6785844.03704382, 240820.13641301362 6785784.504730607, 240790.22677644098 6785781.502948863, 240787.35822741716 6785811.269098837, 240757.44858217827 6785808.267300977))",Other,Broadleaf,broadleaf,senfseidl
199,2018,"POLYGON ((242181.63377842156 6786071.408627389, 242211.54325927573 6786074.409991698, 242214.4116435863 6786044.643527134, 242244.3211157744 6786047.644875328, 242250.0578240953 6785988.111933728, 242190.2388952638 6785982.109253897, 242187.37053985544 6786011.875711531, 242157.4610648626 6786008.874350712, 242154.59268773993 6786038.640802008, 242064.86422529153 6786029.636642472, 242061.99581676873 6786059.40307436, 242032.08631679608 6786056.401662156, 242029.21788655588 6786086.168087704, 242178.76537239575 6786101.175085617, 242181.63377842156 6786071.408627389))",Other,Mixed,"broadleaf,laricio pine, black pine",senfseidl
200,2018,"POLYGON ((189834.02288322675 6780804.435805646, 189863.9393322866 6780807.453775978, 189866.81597198383 6780777.698978682, 189836.89952751377 6780774.68101515, 189834.02288322675 6780804.435805646))",Other,Broadleaf,broadleaf,senfseidl
201,2018,"POLYGON ((231183.29417065618 6784876.964848946, 231186.16428116115 6784847.200806428, 231126.34250777803 6784841.191064956, 231123.47238769563 6784870.9550942965, 231093.56149037968 6784867.950202657, 231076.34038310562 6785046.534341937, 231136.16223133082 6785052.544194764, 231133.2919966929 6785082.308231634, 231163.20291976375 6785085.313150327, 231166.07314960967 6785055.549106866, 231195.9840639989 6785058.554009423, 231198.85427200352 6785028.789959507, 231228.76517771202 6785031.794845933, 231231.63536387647 6785002.0307895625, 231261.54626090382 6785005.035659853, 231264.41642522946 6784975.271597028, 231234.505532993 6784972.266733327, 231240.24582008296 6784912.738621265, 231210.33493353805 6784909.733761202, 231213.20505630126 6784879.969711958, 231183.29417065618 6784876.964848946))",Other,Mixed,"maritime pine,nr,broadleaf",senfseidl
202,2018,"POLYGON ((189861.06267488393 6780837.208573166, 189890.97912439314 6780840.226540897, 189893.85577720578 6780810.471736915, 189863.9393322866 6780807.453775978, 189861.06267488393 6780837.208573166))",Other,Broadleaf,broadleaf,senfseidl
203,2018,"POLYGON ((181906.01733122993 6780004.34280886, 181876.09977393813 6780001.322342755, 181870.34400033427 6780060.828296034, 181930.17912893434 6780066.8692462295, 181933.0570155491 6780037.116255994, 181903.13945789618 6780034.095792419, 181906.01733122993 6780004.34280886))",Other,Broadleaf,broadleaf,senfseidl
204,2018,"POLYGON ((189890.97912439314 6780840.226540897, 189888.10245387495 6780869.981344774, 189918.01890383416 6780872.999309908, 189920.89556976175 6780843.244499235, 189890.97912439314 6780840.226540897))",Other,Broadleaf,broadleaf,senfseidl
205,2018,"POLYGON ((242412.3043657795 6786184.718805716, 242442.21383058763 6786187.720112982, 242445.08222675702 6786157.953595544, 242474.99168289808 6786160.954886699, 242477.86005735327 6786131.188362926, 242447.95060605748 6786128.187078309, 242450.81896848878 6786098.420561272, 242361.09060620202 6786089.416669534, 242358.22222923773 6786119.183166968, 242388.1316919999 6786122.184480331, 242385.26330300985 6786151.9509844985, 242415.17276679393 6786154.952294811, 242412.3043657795 6786184.718805716))",Other,Broadleaf,"broadleaf,chestnut",senfseidl
207,2018,"POLYGON ((181894.50573089696 6780123.354742145, 181891.6277862304 6780153.107725076, 181921.54536209442 6780156.128216005, 181924.42330220732 6780126.375226234, 181894.50573089696 6780123.354742145))",Other,Broadleaf,broadleaf,senfseidl
208,2018,"POLYGON ((231405.36035583995 6785079.588060128, 231375.4494686707 6785076.583224372, 231372.57927237428 6785106.347313969, 231342.66837652313 6785103.342462078, 231336.92792320374 6785162.8706285115, 231396.74973019335 6785168.880349111, 231399.61995578837 6785139.116252643, 231429.5308486577 6785142.121092036, 231432.4010524123 6785112.356989118, 231402.4901643371 6785109.352156318, 231405.36035583995 6785079.588060128))",Other,Broadleaf,broadleaf,senfseidl
209,2018,"POLYGON ((181912.91143475618 6780245.387184393, 181942.8290200939 6780248.407686468, 181945.70700915193 6780218.65469032, 181975.62458574504 6780221.675176186, 181978.50255241554 6780191.922173047, 181948.5849803766 6780188.901694018, 181951.46293376858 6780159.148697564, 181921.54536209442 6780156.128216005, 181912.91143475618 6780245.387184393))",Other,Mixed,"mixed,deciduous oaks,broadleaf",senfseidl
210,2018,"POLYGON ((242413.5289410695 6786485.385298648, 242410.660359331 6786515.151818359, 242440.5698736488 6786518.15318793, 242443.43845053692 6786488.38666168, 242473.347956185 6786491.388015132, 242476.21651135205 6786461.621482558, 242446.3070105546 6786458.6201356435, 242449.1755537021 6786428.853609816, 242359.4470429385 6786419.849531181, 242356.57848524227 6786449.616037403, 242386.48799749993 6786452.617413065, 242383.61942778173 6786482.383926032, 242413.5289410695 6786485.385298648))",Other,Mixed,"chestnut,douglas,broadleaf",senfseidl
211,2018,"POLYGON ((169267.1543607174 6779178.151021069, 169326.9931588472 6779184.200001243, 169332.75318053737 6779124.699796358, 169272.9144003893 6779118.6508437935, 169267.1543607174 6779178.151021069))",Other,Broadleaf,broadleaf,senfseidl
212,2018,"POLYGON ((242162.77814438625 6786580.439920354, 242192.68770381942 6786583.441386196, 242195.55637013394 6786553.674911604, 242165.6468155515 6786550.673452303, 242162.77814438625 6786580.439920354))",Other,Mixed,"douglas,fir, spruce",senfseidl
213,2018,"POLYGON ((242282.41635919665 6786592.445726225, 242276.67900505482 6786651.978715269, 242366.40765516617 6786660.983008275, 242372.144980193 6786601.449980006, 242342.2354436806 6786598.448571662, 242345.10408573784 6786568.682064387, 242315.1945502577 6786565.680652998, 242312.3259033488 6786595.447153738, 242282.41635919665 6786592.445726225))",Other,Mixed,"douglas,broadleaf",senfseidl
214,2018,"POLYGON ((241986.1894078108 6786532.66449525, 241926.37024132308 6786526.661432912, 241923.50153135473 6786556.427848658, 241893.5919375274 6786553.426296578, 241882.1169094533 6786672.491935532, 241912.02652268478 6786675.49351377, 241914.89530017186 6786645.727097171, 241944.80490472936 6786648.728659288, 241953.41112135956 6786559.429391157, 241983.32070754236 6786562.430924075, 241986.1894078108 6786532.66449525))",Other,Mixed,mixed,senfseidl
215,2018,"POLYGON ((242061.57453151798 6786690.501261224, 242001.75533944822 6786684.49819099, 241996.0177629484 6786744.031064065, 242055.8369744303 6786750.034160456, 242052.96817056905 6786779.800610395, 242112.7873764772 6786785.803681531, 242115.65617063013 6786756.037218512, 242145.565763 6786759.038733167, 242148.4345354219 6786729.272263827, 242238.16327504936 6786738.27673067, 242243.90074014355 6786678.743753407, 242213.99117379443 6786675.74228712, 242216.85988588235 6786645.9758053515, 242157.04075142858 6786639.972857099, 242162.77814438625 6786580.439920354, 242102.95901405677 6786574.436959924, 242100.09031631367 6786604.203415115, 242070.18074056582 6786601.201913986, 242061.57453151798 6786690.501261224))",Other,Mixed,"fir, spruce,mixed,chestnut",senfseidl
216,2018,"POLYGON ((182375.46073294844 6780772.784114475, 182369.70427667553 6780832.290320611, 182399.62187293917 6780835.310786469, 182396.74362262548 6780865.063896172, 182546.3315640333 6780880.1661190605, 182549.20979151188 6780850.41297516, 182579.127362678 6780853.433384772, 182584.8837550219 6780793.9270828925, 182554.96619298938 6780790.906686956, 182557.84436698898 6780761.153542655, 182527.92680533917 6780758.13314418, 182530.8049660786 6780728.380006582, 182441.0522697257 6780719.318775435, 182443.93042633263 6780689.565658212, 182414.01285707857 6780686.545235921, 182405.37832008023 6780775.804566658, 182375.46073294844 6780772.784114475))",Other,Mixed,"broadleaf,mixed",senfseidl
217,2018,"POLYGON ((242256.59773401375 6786860.344183736, 242196.77854688157 6786854.341182283, 242193.90971666318 6786884.107665575, 242164.00011251174 6786881.106143932, 242161.13126056019 6786910.872620907, 242191.040869568 6786913.87414909, 242188.17200559605 6786943.640632825, 242218.08161564107 6786946.642157959, 242220.9504747562 6786916.875667686, 242250.86007612577 6786919.877176698, 242256.59773401375 6786860.344183736))",Other,Broadleaf,"broadleaf,chestnut",senfseidl
218,2018,"POLYGON ((183707.35776846134 6781057.462233482, 183856.94483628945 6781072.562461754, 183859.82289827103 6781042.809017329, 183710.23585331527 6781027.708823224, 183707.35776846134 6781057.462233482))",Other,Mixed,"poplar,broadleaf",senfseidl
219,2018,"POLYGON ((224681.77442707092 6785275.396897514, 224676.0309107001 6785334.922162919, 224705.9428093448 6785337.929310656, 224711.6863161638 6785278.404031996, 224681.77442707092 6785275.396897514))",Other,Mixed,mixed,senfseidl
220,2018,"POLYGON ((241722.3134211208 6787077.214924098, 241752.22311760677 6787080.216632249, 241746.485000428 6787139.749419922, 241836.21409611485 6787148.754526114, 241839.08314856945 6787118.988112535, 241928.81219530187 6787127.993112841, 241931.68121629552 6787098.226679859, 241901.7715427301 6787095.225029221, 241904.64055170037 6787065.458603007, 241844.82120282756 6787059.455286055, 241847.69020463154 6787029.68887315, 241698.14178988355 6787014.68044576, 241689.53466095205 6787103.979587005, 241719.4443661163 6787106.981311281, 241722.3134211208 6787077.214924098))",Other,Mixed,"fir, spruce,nr,broadleaf",senfseidl
221,2018,"POLYGON ((204266.56756625214 6783371.108715306, 204296.48219695035 6783374.1223551305, 204293.60714122956 6783403.8804384405, 204323.52177255944 6783406.894075539, 204329.27185715915 6783347.377895463, 204299.35723518766 6783344.364271826, 204302.23225594236 6783314.606188527, 204272.3176346022 6783311.592562171, 204266.56756625214 6783371.108715306))",Other,Mixed,"poplar,mixed",senfseidl
222,2018,"POLYGON ((183077.3473377867 6781324.344976575, 183083.10406460316 6781264.838432057, 183113.02161121188 6781267.858745574, 183115.89994331443 6781238.105466298, 183205.65254435234 6781247.1663300665, 183208.53084490926 6781217.413030152, 183058.9431785033 6781202.311577835, 183056.06485507032 6781232.064843559, 183026.1473046823 6781229.0445181215, 183023.26895885362 6781258.797776887, 183053.1865138167 6781261.818109159, 183047.42977784842 6781321.324640003, 183077.3473377867 6781324.344976575))",Other,Broadleaf,broadleaf,senfseidl
223,2018,"POLYGON ((234268.93908026308 6786389.021063999, 234179.20706804114 6786380.008692967, 234176.33675925888 6786409.773426868, 234206.24743868824 6786412.777566686, 234203.37711772294 6786442.542307353, 234263.19847463444 6786448.550571476, 234268.93908026308 6786389.021063999))",Other,Broadleaf,broadleaf,senfseidl
224,2018,"POLYGON ((183397.8051486729 6781446.828101402, 183427.72267223772 6781449.848345933, 183436.35773130012 6781360.588283875, 183406.44022147259 6781357.568059854, 183397.8051486729 6781446.828101402))",Other,Conifer,maritime pine,senfseidl
225,2018,"POLYGON ((233001.20565213816 6786381.897951667, 232998.33508725 6786411.66242948, 233028.24593684368 6786414.666968358, 233025.3753597497 6786444.431452939, 233055.28621029184 6786447.435988852, 233058.15678256517 6786417.67149768, 233088.06762441603 6786420.67601745, 233090.93817484396 6786390.911519871, 233001.20565213816 6786381.897951667))",Other,Mixed,mixed,senfseidl
226,2018,"POLYGON ((203651.02291600103 6783489.381585048, 203531.3639165318 6783477.326013317, 203522.73803113465 6783566.599758264, 203612.48232892645 6783575.641511879, 203615.35762751615 6783545.883576677, 203645.2723806668 6783548.897468902, 203651.02291600103 6783489.381585048))",Other,Conifer,"fir, spruce",senfseidl
227,2018,"POLYGON ((236499.08777548897 6787063.784582192, 236558.9086563604 6787069.791525331, 236570.38917529932 6786950.730449182, 236510.5683331539 6786944.723558617, 236499.08777548897 6787063.784582192))",Other,Mixed,"broadleaf,mixed",senfseidl
228,2018,"POLYGON ((240032.5763901762 6787689.025401689, 240029.70663327054 6787718.7914412115, 240089.52669782384 6787724.796236578, 240092.39644500258 6787695.030183946, 240032.5763901762 6787689.025401689))",Other,Mixed,"mixed,broadleaf",senfseidl
229,2018,"POLYGON ((178038.99097764277 6781566.6440713955, 178098.82770466205 6781572.688170527, 178095.94811838877 6781602.440315617, 178155.78483772266 6781608.484391021, 178158.66441486654 6781578.732232196, 178128.746061866 6781575.710206045, 178131.62562567194 6781545.958053959, 178041.8705551403 6781536.891939914, 178038.99097764277 6781566.6440713955))",Other,Mixed,mixed,senfseidl
230,2018,"POLYGON ((216738.41139647854 6785588.352827735, 216768.32449542388 6785591.362701021, 216774.07170495036 6785531.84089993, 216744.15861551499 6785528.831039994, 216738.41139647854 6785588.352827735))",Other,Broadleaf,broadleaf,senfseidl
231,2018,"POLYGON ((240288.62911141117 6788165.540531123, 240297.2388958268 6788076.2422064245, 240327.14894530218 6788079.244585171, 240330.0188347429 6788049.47847088, 240389.83891248656 6788055.483186511, 240395.5786211497 6787995.950932438, 240365.66859392804 6787992.948592528, 240368.53842776018 6787963.182472414, 240308.71837158443 6787957.177776947, 240311.58819823986 6787927.411670189, 240251.768136504 6787921.406949492, 240248.8983001134 6787951.173043139, 240218.98825864185 6787948.170661858, 240196.02891962795 6788186.299367417, 240285.75914944347 6788195.306639858, 240282.8891705611 6788225.072748841, 240312.7992443929 6788228.075160373, 240309.92925346812 6788257.841276164, 240339.8393283508 6788260.843684665, 240336.96932538442 6788290.609807266, 240366.87940131826 6788293.612212739, 240369.74939941155 6788263.846083581, 240399.65946665057 6788266.848472913, 240402.52944295685 6788237.082337451, 240342.70931440283 6788231.077562318, 240345.579283541 6788201.311440222, 240315.66921840346 6788198.309044834, 240318.5391754994 6788168.542929545, 240288.62911141117 6788165.540531123))",Other,Conifer,"fir, spruce",senfseidl
232,2018,"POLYGON ((221951.34293430264 6786653.661301492, 221981.25542419148 6786656.669620298, 221984.12850818946 6786626.907544684, 221954.2160230899 6786623.899232528, 221951.34293430264 6786653.661301492))",Other,Broadleaf,broadleaf,senfseidl
233,2018,"POLYGON ((221918.55732969742 6786680.415035625, 221948.46982830646 6786683.423370607, 221951.34293430264 6786653.661301492, 221921.43044048338 6786650.652973163, 221918.55732969742 6786680.415035625))",Other,Broadleaf,broadleaf,senfseidl
234,2018,"POLYGON ((217439.7324092404 6786770.775896272, 217436.8582628462 6786800.536975124, 217496.68460514356 6786806.556706174, 217499.5587419836 6786776.795613969, 217439.7324092404 6786770.775896272))",Other,Broadleaf,broadleaf,senfseidl
235,2018,"POLYGON ((175208.50238814764 6783654.060265827, 175238.421481202 6783657.083678519, 175241.30286891188 6783627.332147165, 175211.3837804465 6783624.308741371, 175208.50238814764 6783654.060265827))",Other,Mixed,mixed,senfseidl
236,2018,"POLYGON ((175687.20737214573 6783702.433744792, 175717.12639789277 6783705.457007598, 175720.00771217147 6783675.70536595, 175690.08869101538 6783672.682110036, 175687.20737214573 6783702.433744792))",Other,Conifer,"fir, spruce",senfseidl
237,2018,"POLYGON ((175238.421481202 6783657.083678519, 175235.54007553007 6783686.835209791, 175265.459168965 6783689.858620009, 175268.3405700476 6783660.107081842, 175238.421481202 6783657.083678519))",Other,Mixed,mixed,senfseidl
238,2018,"POLYGON ((175654.4070007793 6783729.162100402, 175684.3260353225 6783732.185379471, 175687.20737214573 6783702.433744792, 175657.28834219382 6783699.4104726175, 175654.4070007793 6783729.162100402))",Other,Conifer,"fir, spruce",senfseidl
239,2018,"POLYGON ((175142.90133257664 6783707.516433435, 175172.8204432245 6783710.53987865, 175175.70187603612 6783680.7883612495, 175145.78276997677 6783677.764922929, 175142.90133257664 6783707.516433435))",Other,Mixed,mixed,senfseidl
240,2018,"POLYGON ((228751.37075478793 6789110.395575389, 228745.62474705512 6789169.922830833, 228775.53662091802 6789172.9293315755, 228781.28261894832 6789113.402062879, 228751.37075478793 6789110.395575389))",Other,Mixed,"broadleaf,mixed",senfseidl
241,2018,"POLYGON ((175107.2192798513 6783763.995985827, 175137.13840388658 6783767.0194542, 175140.01987721317 6783737.267943856, 175110.1007577678 6783734.24448238, 175107.2192798513 6783763.995985827))",Other,Mixed,mixed,senfseidl
242,2018,"POLYGON ((175074.41865113785 6783790.724004557, 175104.3377839711 6783793.747489196, 175107.2192798513 6783763.995985827, 175077.30015160795 6783760.972508087, 175074.41865113785 6783790.724004557))",Other,Mixed,mixed,senfseidl
243,2018,"POLYGON ((218874.49335193937 6788177.256214326, 218871.6187290565 6788207.017647194, 218901.53189812647 6788210.02730301, 218904.40651620453 6788180.265863464, 218874.49335193937 6788177.256214326))",Other,Broadleaf,broadleaf,senfseidl
244,2018,"POLYGON ((201341.81790201715 6786441.724907665, 201371.73341113317 6786444.740126214, 201368.85598482576 6786474.497627188, 201398.77149461576 6786477.512843044, 201401.64891620347 6786447.755335306, 201491.39540713513 6786456.8009057995, 201494.27279701596 6786427.0433778465, 201344.69531549682 6786411.967413535, 201341.81790201715 6786441.724907665))",Other,Mixed,"broadleaf,fir, spruce",senfseidl
245,2018,"POLYGON ((228769.79055444797 6789232.45660124, 228799.70243413537 6789235.463105678, 228805.44849090086 6789175.935822763, 228775.53662091802 6789172.9293315755, 228769.79055444797 6789232.45660124))",Other,Mixed,mixed,senfseidl
246,2018,"POLYGON ((201488.51799970894 6786486.558433835, 201482.76313222013 6786546.073490145, 201512.67863526905 6786549.088681682, 201518.4334933153 6786489.573611841, 201488.51799970894 6786486.558433835))",Other,Conifer,"fir, spruce",senfseidl
247,2018,"POLYGON ((228731.2594282854 6789318.740973672, 228761.17132641393 6789321.747507552, 228764.0444195363 6789291.983871871, 228734.13252626167 6789288.977344618, 228731.2594282854 6789318.740973672))",Other,Mixed,mixed,senfseidl
248,2018,"POLYGON ((228698.47440633515 6789345.498052905, 228728.38631319802 6789348.504602972, 228731.2594282854 6789318.740973672, 228701.34752627712 6789315.734430234, 228698.47440633515 6789345.498052905))",Other,Mixed,mixed,senfseidl
